"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.385925290E-1,3.993942261E0,8.412231445E0,1.722702026E0,9.470211980E0
3.435668940E-1,4.302795410E0,8.407440186E0,2.127319336E0,9.681145922E0
3.485717770E-1,4.611648560E0,8.517578125E0,2.254211426E0,9.944742767E0
3.535461420E-1,4.800796509E0,8.570251465E0,2.433776855E0,1.012028295E1
3.585205070E-1,4.803192139E0,8.689956665E0,2.510391235E0,1.024148748E1
3.634948730E-1,4.788818359E0,8.917404175E0,2.211120605E0,1.036059520E1
3.684692380E-1,4.671508789E0,9.044296265E0,1.890289307E0,1.035352515E1
3.734436030E-1,4.606857300E0,9.152038574E0,1.753829956E0,1.039513654E1
3.784179680E-1,4.611648560E0,9.223861694E0,1.705932617E0,1.045261370E1
3.833923340E-1,4.508697510E0,9.240631104E0,1.761001587E0,1.043162226E1
3.883666990E-1,4.515884399E0,9.202316284E0,1.715515137E0,1.039321072E1
3.933715820E-1,4.815155029E0,9.120910645E0,1.500045776E0,1.042242132E1
3.983459470E-1,5.207809448E0,9.010787964E0,1.502426147E0,1.051536320E1
4.033203120E-1,5.327514648E0,8.900650024E0,1.622146606E0,1.049930201E1
4.082946770E-1,5.358642578E0,8.742630005E0,1.729888916E0,1.039909349E1
4.132690430E-1,5.552566528E0,8.596588135E0,1.634109497E0,1.036352433E1
4.182434080E-1,5.935638428E0,8.479263306E0,1.279769897E0,1.042916683E1
4.232177730E-1,6.352233887E0,8.333221436E0,9.781036377E-1,1.052378932E1
4.281921380E-1,6.699401855E0,8.388290405E0,6.740417480E-1,1.075638106E1
4.331665030E-1,6.902908325E0,8.417022705E0,3.484344482E-1,1.089118089E1
4.381713860E-1,6.938812256E0,8.539123535E0,8.506774902E-2,1.100322602E1
4.431457510E-1,6.993881226E0,8.587005615E0,-2.716674805E-1,1.107812454E1
4.481201170E-1,7.072891235E0,8.622924805E0,-5.493927002E-1,1.116612981E1
4.530944820E-1,7.075286865E0,8.637283325E0,-7.169952393E-1,1.118822728E1
4.580688470E-1,7.075286865E0,8.673202515E0,-6.691131592E-1,1.121302094E1
4.630432120E-1,7.053741455E0,8.627716064E0,-5.015106201E-1,1.115545902E1
4.680480950E-1,6.938812256E0,8.515182495E0,-3.147735596E-1,1.098883665E1
4.730224600E-1,6.752059937E0,8.457717896E0,-2.094268799E-1,1.082437827E1
4.779968260E-1,6.680236816E0,8.371536255E0,-8.013916016E-2,1.071049044E1
4.829711910E-1,6.558135986E0,8.256607056E0,8.985900879E-2,1.054460916E1
4.879455560E-1,6.488708496E0,8.179992676E0,2.478637695E-1,1.044399610E1
4.929199210E-1,6.337875366E0,8.136901855E0,3.388519287E-1,1.031952792E1
4.978942870E-1,6.148727417E0,8.062683105E0,3.244781494E-1,1.014489989E1
5.028686520E-1,6.055358887E0,8.000427246E0,2.406921387E-1,1.003654024E1
5.078430170E-1,5.959579468E0,7.868743896E0,1.233673096E-1,9.871622837E0
5.128173820E-1,5.861419678E0,7.722702026E0,1.018218994E-1,9.695707036E0
5.177917480E-1,5.751296997E0,7.600601196E0,-5.920410156E-3,9.531347793E0
5.227661130E-1,5.650741577E0,7.495254517E0,-1.160430908E-1,9.387395093E0
5.277709960E-1,5.849456787E0,7.205551147E0,-4.105377197E-1,9.290029777E0
5.327453610E-1,5.842269897E0,7.301315308E0,-5.086975098E-1,9.364832937E0
5.377197260E-1,5.789596558E0,7.466522217E0,-8.175506592E-1,9.483499955E0
5.426940910E-1,6.471939087E0,6.911071777E0,-1.231750488E0,9.548094989E0
5.476684570E-1,6.311538696E0,7.119369507E0,-9.324645996E-1,9.559834367E0
5.526428220E-1,6.246887207E0,8.045913696E0,-1.176681519E0,1.025401904E1
5.576171870E-1,6.184646606E0,8.670806885E0,-1.832687378E0,1.080701109E1
5.625915520E-1,6.206192017E0,9.001205444E0,-1.274841309E0,1.100744017E1
5.675659180E-1,6.527008057E0,9.099365234E0,-1.114425659E0,1.125354284E1
5.725402830E-1,6.780792236E0,9.022750854E0,-9.276885986E-1,1.132474205E1
5.775451660E-1,7.204574585E0,8.577438354E0,-9.707794189E-1,1.124369852E1
5.825195310E-1,7.084854126E0,8.385894775E0,-3.339233398E-1,1.098316411E1
5.874938960E-1,7.108795166E0,8.227874756E0,-1.309204102E-2,1.087350280E1
5.924682610E-1,6.869384766E0,7.928604126E0,-1.375885010E-1,1.049143179E1
5.974426260E-1,6.450393677E0,7.600601196E0,-1.519622803E-1,9.969945319E0
6.024169920E-1,5.952407837E0,7.258224487E0,-8.774108887E-1,9.427769176E0
6.073913570E-1,5.492721558E0,6.930221558E0,-1.447219849E0,8.960603006E0
6.123657220E-1,5.224563599E0,6.595031738E0,-1.832687378E0,8.610995962E0
6.173400870E-1,5.212600708E0,6.425048828E0,-2.266036987E0,8.578308820E0
6.223144530E-1,5.224563599E0,6.243087769E0,-2.510253906E0,8.519013109E0
6.273193350E-1,5.337097168E0,6.097045898E0,-2.625167847E0,8.517633538E0
6.322937010E-1,5.423278809E0,5.977325439E0,-2.732910156E0,8.521101476E0
6.372680660E-1,5.535812378E0,5.912689209E0,-2.706573486E0,8.539944520E0
6.422424310E-1,6.017044067E0,5.651718140E0,-2.622772217E0,8.661736047E0
6.472167960E-1,5.973953247E0,5.816909790E0,-2.744888306E0,8.778323799E0
6.521911620E-1,5.715377808E0,6.037185669E0,-2.742492676E0,8.754108770E0
6.571655270E-1,5.442443848E0,6.180831909E0,-2.718551636E0,8.672566006E0
6.621398920E-1,5.234146118E0,6.307723999E0,-2.555740356E0,8.585771742E0
6.671142570E-1,5.238937378E0,6.427444458E0,-2.242095947E0,8.589848738E0
6.720886230E-1,5.444839478E0,6.484893799E0,-1.961975098E0,8.691919857E0
6.770935050E-1,5.679458618E0,6.501663208E0,-1.684249878E0,8.795713292E0
6.820678710E-1,5.875793457E0,6.542358398E0,-1.315536499E0,8.891458735E0
6.870422360E-1,6.096054077E0,6.633346558E0,-9.971160889E-1,9.064072063E0
6.920166010E-1,6.220550537E0,6.887130737E0,-9.276885986E-1,9.326758543E0
6.969909660E-1,6.337875366E0,7.124145508E0,-6.379852295E-1,9.556627989E0
7.019653320E-1,6.412094116E0,7.370758057E0,-3.027954102E-1,9.774185917E0
7.069396970E-1,6.876571655E0,7.064300537E0,-5.278472900E-1,9.872699862E0
7.119140620E-1,6.941207886E0,6.772201538E0,-2.764587402E-1,9.701521016E0
7.168884270E-1,6.606018066E0,6.954162598E0,-3.225708008E-2,9.591709579E0
7.218627930E-1,6.098449707E0,7.172042847E0,-3.410949707E-1,9.420490072E0
7.268676750E-1,5.866210938E0,6.920639038E0,-7.409362793E-1,9.102563487E0
7.318420410E-1,5.703399658E0,6.741073608E0,-9.635925293E-1,8.882530699E0
7.368164060E-1,5.540603638E0,6.834457397E0,-9.923248291E-1,8.853971152E0
7.417907710E-1,5.638763428E0,6.882339478E0,-1.217376709E0,8.980214682E0
7.467651360E-1,5.856628418E0,6.717132568E0,-1.526229858E0,9.041534380E0
7.517395010E-1,6.182250977E0,6.465744019E0,-1.552566528E0,9.079456794E0
7.567138670E-1,6.503067017E0,6.348434448E0,-1.435256958E0,9.200677318E0
7.616882320E-1,6.802337646E0,6.365188599E0,-1.332305908E0,9.410763114E0
7.666625970E-1,7.044158936E0,6.549545288E0,-1.320327759E0,9.708758107E0
7.716674800E-1,7.264419556E0,6.820083618E0,-1.193435669E0,1.003541831E1
7.766418450E-1,7.422439575E0,7.095428467E0,-1.028244019E0,1.031964147E1
7.816162100E-1,7.513427734E0,7.380325317E0,-8.821868896E-1,1.056877721E1
7.865905760E-1,7.671447754E0,7.593414307E0,-6.331939697E-1,1.081258462E1
7.915649410E-1,7.704956055E0,7.739456177E0,-4.512329102E-1,1.093019400E1
7.965393060E-1,7.666656494E0,7.801712036E0,-1.926574707E-1,1.093990171E1
8.015136710E-1,7.757629395E0,7.653274536E0,-1.854858398E-1,1.089898298E1
8.064880370E-1,7.908462524E0,7.413848877E0,-3.387145996E-1,1.084544431E1
8.114624020E-1,7.716934204E0,7.449768066E0,-4.536285400E-1,1.073572991E1
8.164367670E-1,7.391311646E0,7.459335327E0,-9.037322998E-1,1.053991952E1
8.214416500E-1,7.075286865E0,7.375549316E0,-1.028244019E0,1.027208342E1
8.264160150E-1,6.857406616E0,7.107391357E0,-1.392150879E0,9.973821809E0
8.313903800E-1,6.910079956E0,6.561508179E0,-1.736923218E0,9.686046502E0
8.363647460E-1,6.673065186E0,6.312515259E0,-1.550170898E0,9.315614724E0
8.413391110E-1,6.440826416E0,6.113800049E0,-1.928451538E0,9.087448558E0
8.463134760E-1,5.950012207E0,6.089859009E0,-1.954788208E0,8.735572388E0
8.512878410E-1,5.777633667E0,6.041976929E0,-2.213363647E0,8.647861853E0
8.562622070E-1,5.837478638E0,6.053939819E0,-2.330688477E0,8.726881055E0
8.612365720E-1,6.007476807E0,6.051544189E0,-2.301956177E0,8.832325113E0
8.662414550E-1,6.115203857E0,6.061126709E0,-2.182250977E0,8.882296692E0
8.712158200E-1,6.062530518E0,6.013244629E0,-2.009857178E0,8.772280953E0
8.761901850E-1,6.033813477E0,6.001266479E0,-1.873397827E0,8.713881101E0
8.811645500E-1,6.187042236E0,6.094650269E0,-1.861419678E0,8.881955683E0
8.861389160E-1,7.015426636E0,5.723541260E0,-1.607635498E0,9.195630883E0
8.911132810E-1,7.226119995E0,5.790588379E0,-1.528625488E0,9.385330034E0
8.960876460E-1,7.192596436E0,6.195205688E0,-1.586090088E0,9.624432387E0
9.010620110E-1,7.410476685E0,6.365188599E0,-1.468765259E0,9.878667014E0
9.060363760E-1,7.767211914E0,6.595031738E0,-1.353851318E0,1.027895607E1
9.110412590E-1,7.901290894E0,7.107391357E0,-1.279632568E0,1.070433880E1
9.160156250E-1,8.143096924E0,7.464126587E0,-9.971160889E-1,1.109132335E1
9.209899900E-1,8.396881104E0,7.655670166E0,-4.632110596E-1,1.137239915E1
9.259643550E-1,8.638702393E0,7.679611206E0,-2.070312500E-1,1.156055661E1
9.309387200E-1,8.851776123E0,7.744247437E0,-2.027893066E-2,1.176128055E1
9.359130850E-1,8.858963013E0,7.904663086E0,-1.735076904E-1,1.187413277E1
9.408874510E-1,8.806289673E0,7.720306396E0,-2.812500000E-1,1.171464768E1
9.458618160E-1,8.624328613E0,7.332443237E0,-2.381591797E-1,1.132256542E1
9.508361810E-1,8.463928223E0,7.069091797E0,-3.075866699E-1,1.103198755E1
9.558410640E-1,8.289138794E0,6.899093628E0,-5.972747803E-1,1.080111346E1
9.608154290E-1,7.989868164E0,6.686019897E0,-7.888183594E-1,1.044811417E1
9.657897940E-1,7.542160034E0,6.405883789E0,-9.205017090E-1,9.938151161E0
9.707641600E-1,7.180633545E0,6.238296509E0,-1.293991089E0,9.599596574E0
9.757385250E-1,6.984298706E0,6.087463379E0,-1.657913208E0,9.412030334E0
9.807128900E-1,6.993881226E0,5.881561279E0,-1.459197998E0,9.253993542E0
9.856872550E-1,6.924453735E0,5.764251709E0,-1.648330688E0,9.159238579E0
9.906616210E-1,6.859802246E0,5.764251709E0,-1.626785278E0,9.106586351E0
9.956359860E-1,6.728118896E0,5.742691040E0,-1.483139038E0,8.969157467E0
1.000640869E0,6.850234985E0,5.891143799E0,-1.365814209E0,9.137655228E0
1.005615234E0,7.017822266E0,6.041976929E0,-1.301177979E0,9.351383785E0
1.010589599E0,7.149505615E0,6.161682129E0,-1.030639648E0,9.494418112E0
1.015563964E0,7.226119995E0,6.209564209E0,-8.007965088E-1,9.561211895E0
1.020538330E0,7.305130005E0,6.255050659E0,-6.810760498E-1,9.641288696E0
1.025512695E0,7.448776245E0,6.238296509E0,-5.661621094E-1,9.732479151E0
1.030487060E0,7.592437744E0,6.219146729E0,-4.057464600E-1,9.822806479E0
1.035461425E0,7.726501465E0,6.120986938E0,-3.291320801E-1,9.862739676E0
1.040435791E0,7.724105835E0,6.006057739E0,-3.865966797E-1,9.792037454E0
1.045440673E0,7.652282715E0,5.919860840E0,-3.937683105E-1,9.682832054E0
1.050415039E0,7.475112915E0,5.761856079E0,-3.458862305E-1,9.444360002E0
1.055389404E0,7.314697266E0,5.670867920E0,-4.464416504E-1,9.266220869E0
1.060363769E0,7.156692505E0,5.678054810E0,-6.954498291E-1,9.161997844E0
1.065338134E0,7.123168945E0,5.757064819E0,-8.007965088E-1,9.193726459E0
1.070312500E0,7.075286865E0,5.836074829E0,-7.098083496E-1,9.199091343E0
1.075286865E0,7.161468506E0,5.994094849E0,-7.002258301E-1,9.365154586E0
1.080261230E0,7.324279785E0,6.211959839E0,-7.313537598E-1,9.631635257E0
1.085235595E0,7.499053955E0,6.358001709E0,-8.103637695E-1,9.864921966E0
1.090240478E0,7.661865234E0,6.343643188E0,-8.654327393E-1,9.984736431E0
1.095214843E0,7.848617554E0,6.314910889E0,-8.654327393E-1,1.011077993E1
1.100189209E0,8.100006104E0,6.274215698E0,-8.271179199E-1,1.027910529E1
1.105163574E0,8.308303833E0,6.219146729E0,-8.486785889E-1,1.041277840E1
1.110137939E0,8.356185913E0,6.106613159E0,-8.678283691E-1,1.038603357E1
1.115112304E0,8.200561523E0,5.922256470E0,-8.797912598E-1,1.015363795E1
1.120086669E0,8.071273804E0,5.723541260E0,-8.295135498E-1,9.929374507E0
1.125061035E0,7.958740234E0,5.661300659E0,-8.271179199E-1,9.801836324E0
1.130035400E0,7.862976074E0,5.608627319E0,-7.960052490E-1,9.691063796E0
1.135040283E0,7.781570435E0,5.656509399E0,-8.989562988E-1,9.662145695E0
1.140014648E0,7.733688354E0,5.709182739E0,-9.635925293E-1,9.660911638E0
1.144989013E0,7.621154785E0,5.745086670E0,-1.056976318E0,9.602354922E0
1.149963378E0,7.580459595E0,5.826492310E0,-1.217376709E0,9.638121516E0
1.154937744E0,7.573272705E0,5.970138550E0,-1.250900269E0,9.724287390E0
1.159912109E0,7.602005005E0,6.025207520E0,-1.243713379E0,9.779592462E0
1.164886474E0,7.736083984E0,5.984512329E0,-1.229354858E0,9.857621244E0
1.169860839E0,7.934799194E0,5.891143799E0,-1.272445679E0,9.964222575E0
1.174865722E0,8.202957153E0,5.797760010E0,-1.286819458E0,1.012711368E1
1.179840087E0,8.497436523E0,5.654113770E0,-1.222167969E0,1.027954885E1
1.184814453E0,8.698547363E0,5.529617310E0,-1.097671509E0,1.036562958E1
1.189788818E0,8.849380493E0,5.464965820E0,-8.702239990E-1,1.043717760E1
1.194763183E0,8.959518433E0,5.541580200E0,-6.786804199E-1,1.055664193E1
1.199737548E0,9.091201782E0,5.634963989E0,-4.536285400E-1,1.070553819E1
1.204711914E0,9.131896973E0,5.711578369E0,-2.764587402E-1,1.077451155E1
1.209686279E0,8.952331543E0,5.771423340E0,-1.567535400E-1,1.065261184E1
1.214660644E0,8.760803223E0,5.855224609E0,-1.543579102E-1,1.053846074E1
1.219665527E0,8.497436523E0,5.881561279E0,-2.309722900E-1,1.033695017E1
1.224639892E0,8.085632324E0,5.871978760E0,-2.692718506E-1,9.996503987E0
1.229614257E0,7.621154785E0,5.725936890E0,-3.195495605E-1,9.537843857E0
1.234588623E0,7.147109985E0,5.543975830E0,-5.278472900E-1,9.060655159E0
1.239562988E0,6.821502686E0,5.385955811E0,-7.912139893E-1,8.727395858E0
1.244537353E0,6.730514526E0,5.227951050E0,-1.004302979E0,8.581370662E0
1.249511718E0,6.756851196E0,5.053161621E0,-1.198226929E0,8.522043665E0
1.254486084E0,6.864593506E0,4.878387451E0,-1.296386719E0,8.520676420E0
1.259460449E0,7.072891235E0,4.689254761E0,-1.313140869E0,8.587155500E0
1.264434814E0,7.262039185E0,4.626998901E0,-1.303573608E0,8.708940010E0
1.269439697E0,7.451171875E0,4.638977051E0,-1.124008179E0,8.848924498E0
1.274414062E0,7.637924194E0,4.739532471E0,-8.893737793E-1,9.032831215E0
1.279388427E0,7.738479614E0,4.885574341E0,-8.510742188E-1,9.191149586E0
1.284362793E0,7.714538574E0,5.125000000E0,-7.481231689E-1,9.291900704E0
1.289337158E0,7.740875244E0,5.309341431E0,-6.307983398E-1,9.407877684E0
1.294311523E0,7.800720215E0,5.517639160E0,-5.637664795E-1,9.571489456E0
1.299285888E0,7.913253784E0,5.646926880E0,-5.613708496E-1,9.737684831E0
1.304290771E0,8.028182983E0,5.699600220E0,-5.637664795E-1,9.861794833E0
1.309265136E0,8.238861084E0,5.685241699E0,-5.015106201E-1,1.002259039E1
1.314239501E0,8.380126953E0,5.685241699E0,-4.632110596E-1,1.013721192E1
1.319213867E0,8.542922974E0,5.711578369E0,-3.865966797E-1,1.028363347E1
1.324188232E0,8.566879272E0,5.713973999E0,-2.932128906E-1,1.030179077E1
1.329162597E0,8.583633423E0,5.742691040E0,-2.165985107E-1,1.032977144E1
1.334136962E0,8.507019043E0,5.690017700E0,2.041625977E-2,1.023455379E1
1.339111328E0,8.495040894E0,5.670867920E0,1.568908691E-1,1.021513962E1
1.344085693E0,8.442367554E0,5.639739990E0,8.267211914E-2,1.015318038E1
1.349090576E0,8.382522583E0,5.658905029E0,-7.534790039E-2,1.011412716E1
1.354064941E0,8.313079834E0,5.608627319E0,-2.453308105E-1,1.003116065E1
1.359039306E0,8.305908203E0,5.536788940E0,-2.884368896E-1,9.986357629E0
1.364013671E0,8.384918213E0,5.546371460E0,-3.003997803E-1,1.005779945E1
1.368988037E0,8.576446533E0,5.505676270E0,-3.410949707E-1,1.019726689E1
1.373962402E0,8.765594482E0,5.460174561E0,-3.506774902E-1,1.033305993E1
1.378936767E0,8.906845093E0,5.551162720E0,-4.129333496E-1,1.050322860E1
1.383911132E0,9.052902222E0,5.608627319E0,-4.201049805E-1,1.065777778E1
1.388916015E0,9.105560303E0,5.625381470E0,-5.182800293E-1,1.071563154E1
1.393890380E0,9.060073853E0,5.551162720E0,-5.134887695E-1,1.063785770E1
1.398864746E0,8.842208862E0,5.378784180E0,-5.302429199E-1,1.036325887E1
1.403839111E0,8.473495483E0,5.275833130E0,-4.823608398E-1,9.993358440E0
1.408813476E0,8.114364624E0,5.163299561E0,-3.363189697E-1,9.623704383E0
1.413787841E0,7.764816284E0,5.125000000E0,-2.142028809E-1,9.306120556E0
1.418762207E0,7.379348755E0,5.141754150E0,-2.621002197E-1,8.997839758E0
1.423736572E0,7.238082886E0,5.230331421E0,-4.248962402E-1,8.940176030E0
1.428710937E0,7.072891235E0,5.321319580E0,-3.889923096E-1,8.859658431E0
1.433715820E0,6.998672485E0,5.302169800E0,-7.534790039E-2,8.780666173E0
1.438690185E0,6.917266846E0,5.359619141E0,-4.421997070E-2,8.750774443E0
1.443664550E0,6.917266846E0,5.453002930E0,3.053283691E-1,8.813458287E0
1.448638916E0,7.046554565E0,5.594253540E0,2.670288086E-1,9.001161497E0
1.453613281E0,7.250061035E0,5.690017700E0,1.928100586E-1,9.218289546E0
1.458587646E0,7.501449585E0,5.814529419E0,-1.069641113E-2,9.491080689E0
1.463562011E0,7.712142944E0,5.934234619E0,-1.160430908E-1,9.731688204E0
1.468536376E0,7.918045044E0,5.970138550E0,-3.554687500E-1,9.922920420E0
1.473541259E0,8.080856323E0,5.936630249E0,-5.230560303E-1,1.004078708E1
1.478515625E0,8.147888184E0,5.903106689E0,-5.565795898E-1,1.007693065E1
1.483489990E0,8.193374634E0,5.876770020E0,-4.751739502E-1,1.009423618E1
1.488464355E0,8.111968994E0,5.838470459E0,-4.823608398E-1,1.000622058E1
1.493438720E0,8.052124023E0,5.783401489E0,-4.440460205E-1,9.923790150E0
1.498413085E0,8.035354614E0,5.716354370E0,-5.230560303E-1,9.875080692E0
1.503387451E0,7.982681274E0,5.678054810E0,-5.733337402E-1,9.812859844E0
1.508361816E0,7.941986084E0,5.620590210E0,-6.236114502E-1,9.749618890E0
1.513336181E0,7.965927124E0,5.582290649E0,-7.265625000E-1,9.754273776E0
1.518341064E0,7.992263794E0,5.517639160E0,-7.457275391E-1,9.740468778E0
1.523315429E0,8.040145874E0,5.474548340E0,-7.409362793E-1,9.755183841E0
1.528289794E0,8.114364624E0,5.445816040E0,-8.438873291E-1,9.808770128E0
1.533264160E0,8.226898193E0,5.378784180E0,-1.035415649E0,9.883585316E0
1.538238525E0,8.320266724E0,5.306945801E0,-1.143157959E0,9.934652596E0
1.543212890E0,8.315475464E0,5.350051880E0,-1.068939209E0,9.945492363E0
1.548187255E0,8.238861084E0,5.309341431E0,-1.056976318E0,9.858252245E0
1.553161621E0,8.083236694E0,5.242309570E0,-1.076126099E0,9.694254611E0
1.558166503E0,8.035354614E0,5.259063721E0,-9.947204590E-1,9.654747215E0
1.563140869E0,8.047332764E0,5.290191650E0,-1.018661499E0,9.684181099E0
1.568115234E0,8.076065063E0,5.256668091E0,-1.059356689E0,9.694205636E0
1.573089599E0,8.126342773E0,5.249496460E0,-1.078521729E0,9.734365366E0
1.578063964E0,8.222106934E0,5.251892090E0,-1.169494629E0,9.826145258E0
1.583038330E0,8.353790283E0,5.340469360E0,-1.248504639E0,9.993257173E0
1.588012695E0,8.490264893E0,5.383560181E0,-1.310760498E0,1.013831402E1
1.592987060E0,8.576446533E0,5.402725220E0,-1.341873169E0,1.022474931E1
1.597961425E0,8.650665283E0,5.450607300E0,-1.289199829E0,1.030558907E1
1.602966308E0,8.724884033E0,5.522430420E0,-1.325119019E0,1.041041688E1
1.607940673E0,8.813476562E0,5.567916870E0,-1.246109009E0,1.049913592E1
1.612915039E0,8.830230713E0,5.666076660E0,-1.090484619E0,1.054829635E1
1.617889404E0,8.892486572E0,5.769027710E0,-9.755706787E-1,1.064470461E1
1.622863769E0,8.921218872E0,5.907897949E0,-8.678283691E-1,1.073520053E1
1.627838134E0,8.885299683E0,5.996475220E0,-7.624816895E-1,1.074651775E1
1.632812500E0,8.662643433E0,6.113800049E0,-7.768402100E-1,1.063124748E1
1.637786865E0,8.401672363E0,6.116195679E0,-7.648773193E-1,1.042022003E1
