"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.834838860E-1,-1.038665771E0,9.209503174E0,2.888671875E0,9.707636195E0
3.884582520E-1,-8.567047119E-1,9.405822754E0,2.563064575E0,9.786355024E0
3.934326170E-1,-4.568786621E-1,9.401031494E0,2.290130615E0,9.686734718E0
3.984069820E-1,-7.380676270E-2,9.317245483E0,2.361953735E0,9.612249283E0
4.033813470E-1,8.660888672E-2,9.175979614E0,2.531936646E0,9.519286011E0
4.083557130E-1,1.943511963E-1,9.032333374E0,2.790512085E0,9.455568532E0
4.133300780E-1,3.068695068E-1,8.917404175E0,2.962890625E0,9.401754462E0
4.183349610E-1,4.648895264E-1,8.931777954E0,2.984451294E0,9.428665294E0
4.233093260E-1,6.300964355E-1,8.955718994E0,3.152038574E0,9.515107535E0
4.282836910E-1,8.599395752E-1,9.041900635E0,3.338790894E0,9.676930701E0
4.332580560E-1,1.013168335E0,9.154434204E0,3.499191284E0,9.852640018E0
4.382324210E-1,9.652862549E-1,9.082611084E0,3.681152344E0,9.847663897E0
4.432067870E-1,8.359985352E-1,9.065841675E0,3.843963623E0,9.882531819E0
4.481811520E-1,9.030303955E-1,8.764175415E0,4.243789673E0,9.779365286E0
4.531555170E-1,8.192291260E-1,8.654052734E0,4.519134521E0,9.797261960E0
4.581604000E-1,8.623352051E-1,8.668411255E0,4.725021362E0,9.910136354E0
4.631347650E-1,1.415390015E0,8.835998535E0,4.385055542E0,9.965285300E0
4.681091300E-1,1.333984375E0,8.929382324E0,5.088943481E0,1.036391474E1
4.730834960E-1,1.647628784E0,9.135284424E0,4.760940552E0,1.043238501E1
4.780578610E-1,1.949295044E0,9.147247314E0,5.163162231E0,1.068317035E1
4.830322260E-1,2.114501953E0,9.008392334E0,5.177536011E0,1.060326035E1
4.880065910E-1,2.310821533E0,8.790512085E0,4.964447021E0,1.035657922E1
4.930114740E-1,2.425750732E0,8.548706055E0,4.844741821E0,1.012107530E1
4.979858390E-1,2.329971313E0,8.428985596E0,4.653198242E0,9.905999110E0
5.029602050E-1,2.339553833E0,8.395477295E0,4.318008423E0,9.726394393E0
5.079345700E-1,2.195907593E0,8.330825806E0,3.922973633E0,9.466487780E0
5.129089350E-1,1.975631714E0,8.335617065E0,3.427368164E0,9.226726671E0
5.178833000E-1,1.755371094E0,8.369140625E0,2.946136475E0,9.044532194E0
5.228576660E-1,1.484817505E0,8.361953735E0,2.735443115E0,8.922421327E0
5.278625480E-1,1.168792725E0,8.383499146E0,2.601364136E0,8.855293881E0
5.328369140E-1,8.647308350E-1,8.378707886E0,2.354766846E0,8.746166712E0
5.378112790E-1,6.300964355E-1,8.584609985E0,2.031555176E0,8.844193946E0
5.427856440E-1,5.103759766E-1,8.790512085E0,1.646087646E0,8.957856378E0
5.477600090E-1,4.337615967E-1,8.979660034E0,1.456939697E0,9.107420970E0
5.527343750E-1,5.343322754E-1,9.120910645E0,1.327651978E0,9.232506796E0
5.577087400E-1,5.582733154E-1,9.204711914E0,1.219909668E0,9.301965927E0
5.627136230E-1,5.965728760E-1,9.240631104E0,1.133728027E0,9.329013969E0
5.676879880E-1,5.846099854E-1,9.266967773E0,9.158477783E-1,9.330446811E0
5.726623530E-1,5.103759766E-1,9.266967773E0,8.464202881E-1,9.319528028E0
5.776367180E-1,4.960174561E-1,9.266967773E0,6.812286377E-1,9.305202711E0
5.826110840E-1,5.199584961E-1,9.211898804E0,6.141815186E-1,9.246980877E0
5.875854490E-1,4.194030762E-1,9.238235474E0,5.710906982E-1,9.265367677E0
5.925598140E-1,2.709655762E-1,9.266967773E0,5.184173584E-1,9.285411709E0
5.975646970E-1,2.422332764E-1,9.281326294E0,4.681396484E-1,9.296281486E0
6.025390620E-1,3.571472168E-1,9.312454224E0,5.639038086E-1,9.336345394E0
6.075134270E-1,5.917816162E-1,9.305267334E0,9.445800781E-1,9.371789432E0
6.124877930E-1,8.000793457E-1,9.233444214E0,1.670028687E0,9.417304010E0
6.174621580E-1,1.111328125E0,9.312454224E0,2.081832886E0,9.606814354E0
6.224365230E-1,1.305252075E0,9.489624023E0,2.572647095E0,9.918425286E0
6.274108880E-1,9.437255859E-1,9.587783813E0,3.496795654E0,1.024908758E1
6.324157710E-1,5.199584961E-1,9.714675903E0,4.511947632E0,1.072394313E1
6.373901360E-1,2.278594971E-1,9.853546143E0,4.772918701E0,1.095102938E1
6.423645020E-1,2.781524658E-1,1.001634216E1,4.284500122E0,1.089777135E1
6.473388670E-1,4.146118164E-1,1.006184387E1,4.059432983E0,1.085778989E1
6.523132320E-1,6.037597656E-1,9.925369263E0,4.071411133E0,1.074494623E1
6.572875970E-1,8.096618652E-1,9.676376343E0,4.059432983E0,1.052458111E1
6.622619630E-1,1.116119385E0,9.451309204E0,3.652420044E0,1.019377949E1
6.672668450E-1,1.393844604E0,9.324417114E0,3.202316284E0,9.957027010E0
6.722412110E-1,1.606933594E0,9.310058594E0,2.747421265E0,9.839092956E0
6.772155760E-1,1.714660645E0,9.295700073E0,2.507995605E0,9.779577851E0
6.821899410E-1,1.812835693E0,9.365127563E0,2.405044556E0,9.837490882E0
6.871643060E-1,1.855926514E0,9.470474243E0,2.347579956E0,9.932042955E0
6.921386710E-1,1.700302124E0,9.453704834E0,2.388290405E0,9.897852972E0
6.971130370E-1,1.439331055E0,9.396255493E0,2.383499146E0,9.800120374E0
7.021179200E-1,1.216674805E0,9.381881714E0,2.256607056E0,9.725856131E0
7.070922850E-1,1.053863525E0,9.403427124E0,2.191955566E0,9.712864624E0
7.120666500E-1,8.838806152E-1,9.353149414E0,2.165634155E0,9.641193920E0
7.170410150E-1,8.144531250E-1,9.252593994E0,2.177597046E0,9.540217943E0
7.220153800E-1,9.748535156E-1,9.113739014E0,2.282943726E0,9.445761496E0
7.269897460E-1,1.111328125E0,8.934173584E0,2.496032715E0,9.342627422E0
7.319641110E-1,1.195129395E0,8.745025635E0,2.725875854E0,9.237651584E0
7.369689940E-1,1.283706665E0,8.481658936E0,3.013168335E0,9.092063820E0
7.419433590E-1,1.424972534E0,8.292526245E0,3.231048584E0,9.013113402E0
7.469177240E-1,1.614105225E0,8.227874756E0,3.415405273E0,9.053631970E0
7.518920890E-1,1.884658813E0,8.297317505E0,3.578201294E0,9.230435587E0
7.568664550E-1,2.059432983E0,8.328430176E0,3.683547974E0,9.336623537E0
7.618408200E-1,2.291671753E0,8.452926636E0,3.939727783E0,9.603394355E0
7.668151850E-1,2.327575684E0,8.589401245E0,3.982818604E0,9.749782887E0
7.718200680E-1,2.258148193E0,8.637283325E0,3.961273193E0,9.766963797E0
7.767944330E-1,2.119293213E0,8.610946655E0,4.128875732E0,9.781994727E0
7.817687980E-1,1.906204224E0,8.687561035E0,4.310836792E0,9.883857806E0
7.867431640E-1,1.860717773E0,8.814453125E0,4.212677002E0,9.945023984E0
7.917175290E-1,1.748184204E0,8.972473145E0,4.009155273E0,9.981720711E0
7.966918940E-1,1.738601685E0,9.020355225E0,3.820022583E0,9.948975662E0
8.016662590E-1,1.693115234E0,9.029937744E0,3.709884644E0,9.908060301E0
8.066711420E-1,1.719451904E0,9.085006714E0,3.602142334E0,9.923169415E0
8.116455070E-1,1.853530884E0,9.128097534E0,3.544692993E0,9.966071932E0
8.166198730E-1,1.963668823E0,9.094573975E0,3.499191284E0,9.940402943E0
8.215942380E-1,2.001968384E0,9.010787964E0,3.460891724E0,9.857989078E0
8.265686030E-1,1.910995483E0,8.905441284E0,3.573410034E0,9.784071110E0
8.315429680E-1,1.669174194E0,8.826431274E0,3.506378174E0,9.642962171E0
8.365173340E-1,1.621292114E0,8.826431274E0,3.422576904E0,9.604608781E0
8.415222160E-1,1.740997314E0,8.919799805E0,3.345962524E0,9.684490974E0
8.464965820E-1,1.796066284E0,8.855163574E0,3.420181274E0,9.661129125E0
8.514709470E-1,1.865493774E0,8.797698975E0,3.343566895E0,9.594738863E0
8.564453120E-1,1.860717773E0,8.656433105E0,3.276535034E0,9.440963223E0
8.614196770E-1,1.884658813E0,8.560668945E0,3.144851685E0,9.312737715E0
8.663940430E-1,1.894226074E0,8.467300415E0,2.938949585E0,9.160823839E0
8.713684080E-1,2.064224243E0,8.498428345E0,2.843185425E0,9.196086636E0
8.763427730E-1,2.191116333E0,8.587005615E0,2.488845825E0,9.204999172E0
8.813476560E-1,2.107315063E0,8.634887695E0,2.359558105E0,9.196171852E0
8.863220210E-1,2.061828613E0,8.857559204E0,2.220687866E0,9.361567544E0
8.912963860E-1,1.786499023E0,8.984451294E0,2.127319336E0,9.404117788E0
8.962707520E-1,1.539886475E0,9.073028564E0,2.127319336E0,9.445453152E0
9.012451170E-1,1.290893555E0,9.307662964E0,1.796920776E0,9.567022541E0
9.062194820E-1,1.286102295E0,9.441741943E0,1.808883667E0,9.699103575E0
9.111938470E-1,1.231033325E0,9.561447144E0,1.959732056E0,9.837543609E0
9.161987300E-1,1.096969604E0,9.568634033E0,1.957336426E0,9.828187293E0
9.211730950E-1,1.027526855E0,9.487228394E0,2.132110596E0,9.777996197E0
9.261474610E-1,1.118515015E0,9.319641113E0,2.589401245E0,9.737134339E0
9.311218260E-1,1.089782715E0,9.305267334E0,2.701934814E0,9.750696296E0
9.360961910E-1,1.331588745E0,9.389068604E0,2.845581055E0,9.900761050E0
9.410705560E-1,1.580596924E0,9.568634033E0,3.257385254E0,1.023071858E1
9.460449210E-1,1.743392944E0,9.563842773E0,3.683547974E0,1.039591426E1
9.510498040E-1,1.820007324E0,9.444137573E0,3.915786743E0,1.038448588E1
9.560241700E-1,1.609313965E0,9.518356323E0,3.712280273E0,1.034263136E1
9.609985350E-1,1.381866455E0,9.592575073E0,3.573410034E0,1.032939063E1
9.659729000E-1,1.350753784E0,9.702713013E0,3.784103394E0,1.050174338E1
9.709472650E-1,1.175964355E0,9.724258423E0,4.071411133E0,1.060756724E1
9.759216300E-1,1.046676636E0,9.733825684E0,3.992401123E0,1.057270832E1
9.808959960E-1,1.070632935E0,9.836776733E0,3.647644043E0,1.054579245E1
9.859008790E-1,1.046676636E0,9.894241333E0,3.365127563E0,1.050312463E1
9.908752440E-1,8.862762451E-1,9.582992554E0,3.171188354E0,1.013290025E1
9.958496090E-1,9.509124756E-1,9.513565063E0,3.108947754E0,1.005374114E1
1.000823974E0,1.065841675E0,9.410614014E0,3.063446045E0,9.953912611E0
1.005798339E0,1.216674805E0,9.389068604E0,2.962890625E0,9.920364292E0
1.010772705E0,1.152023315E0,9.398635864E0,2.335617065E0,9.752775036E0
1.015747070E0,9.197845459E-1,9.264572144E0,1.509613037E0,9.431714167E0
1.020751953E0,8.503570557E-1,9.331604004E0,1.124145508E0,9.437459591E0
1.025726318E0,1.039505005E0,9.494415283E0,8.847351074E-1,9.592040890E0
1.030700683E0,1.118515015E0,9.604537964E0,4.848937988E-1,9.681598387E0
1.035675048E0,1.374694824E0,9.709884644E0,3.316650391E-1,9.812321201E0
1.040649414E0,1.652420044E0,9.829605103E0,3.891296387E-1,9.975121571E0
1.045623779E0,1.681152344E0,9.726654053E0,5.878448486E-1,9.888358500E0
1.050598144E0,1.784103394E0,9.597366333E0,9.374084473E-1,9.806691595E0
1.055572509E0,1.990005493E0,9.616516113E0,1.456939697E0,9.927747846E0
1.060577392E0,2.200683594E0,9.635665894E0,2.057891846E0,1.009574090E1
1.065551757E0,2.176742554E0,9.597366333E0,2.570251465E0,1.017122614E1
1.070526123E0,2.025909424E0,9.477645874E0,2.864730835E0,1.010627345E1
1.075500488E0,1.889450073E0,9.424972534E0,3.209503174E0,1.013415213E1
1.080474853E0,1.678756714E0,9.444137573E0,3.571029663E0,1.023534130E1
1.085449218E0,1.712265015E0,9.489624023E0,3.863113403E0,1.038789973E1
1.090423584E0,1.831985474E0,9.515960693E0,4.092956543E0,1.051959942E1
1.095428466E0,1.867889404E0,9.494415283E0,4.306045532E0,1.059126813E1
1.100402832E0,1.958877563E0,9.532714844E0,4.497573853E0,1.072091527E1
1.105377197E0,2.069015503E0,9.377090454E0,4.435333252E0,1.057746811E1
1.110351562E0,2.167175293E0,9.065841675E0,4.334777832E0,1.027990432E1
1.115325927E0,2.198287964E0,8.718688965E0,4.071411133E0,9.870379722E0
1.120300293E0,2.224624634E0,8.390686035E0,3.798477173E0,9.475283412E0
1.125274658E0,2.236602783E0,8.235061646E0,3.456100464E0,9.206696624E0
1.130249023E0,2.408981323E0,8.086624146E0,3.221466064E0,9.031861640E0
1.135253906E0,2.521514893E0,8.091415405E0,3.013168335E0,8.994899890E0
1.140228271E0,2.452087402E0,8.249420166E0,2.575042725E0,8.983123663E0
1.145202636E0,2.394622803E0,8.488845825E0,2.072250366E0,9.060294884E0
1.150177002E0,2.270126343E0,8.761779785E0,1.638900757E0,9.198274529E0
1.155151367E0,3.318786621E0,9.709884644E0,2.256607056E0,1.050659221E1
1.160125732E0,3.385818481E0,9.858337402E0,6.453094482E-1,1.044351509E1
1.165100097E0,3.481582642E0,1.005465698E1,6.812286377E-1,1.066215819E1
1.170104980E0,3.625244141E0,1.020309448E1,3.460388184E-1,1.083352551E1
1.175079345E0,3.646789551E0,1.032998657E1,1.161956787E-1,1.095541866E1
1.180053711E0,3.498352051E0,1.043054199E1,-4.248962402E-1,1.100977793E1
1.185028076E0,3.227798462E0,1.046406555E1,-1.102462769E0,1.100594271E1
1.190002441E0,2.990768433E0,1.028210449E1,-1.657913208E0,1.083582230E1
1.194976806E0,2.849517822E0,9.894241333E0,-1.724945068E0,1.043988500E1
1.199951171E0,2.691497803E0,9.511169434E0,-1.569320679E0,1.000846001E1
1.204956054E0,2.610092163E0,9.149642944E0,-1.327514648E0,9.606812284E0
1.209930420E0,2.734588623E0,8.898254395E0,-1.090484619E0,9.372623054E0
1.214904785E0,2.914154053E0,8.639678955E0,-8.223419189E-1,9.154921765E0
1.219879150E0,3.024291992E0,8.455322266E0,-7.050170898E-1,9.007544936E0
1.224853515E0,3.426513672E0,8.448150635E0,-1.069641113E-2,9.116598023E0
1.229827880E0,4.185485840E0,8.716293335E0,4.848937988E-1,9.681280040E0
1.234802246E0,4.329132080E0,8.907836914E0,7.051696777E-1,9.929159447E0
1.239776611E0,4.515884399E0,9.149642944E0,9.493713379E-1,1.024746231E1
1.244781494E0,4.547012329E0,9.422592163E0,1.018798828E0,1.051182740E1
1.249755859E0,4.700241089E0,9.645248413E0,1.485671997E0,1.083191140E1
1.254730224E0,5.155136108E0,9.832000732E0,2.000427246E0,1.128030921E1
1.259704589E0,5.650741577E0,1.011929321E1,2.208724976E0,1.179870508E1
1.264678955E0,5.978744507E0,1.049040222E1,2.280548096E0,1.228799513E1
1.269653320E0,5.894943237E0,1.072264099E1,2.457717896E0,1.248061548E1
1.274627685E0,5.698623657E0,1.082559204E1,2.613342285E0,1.250988859E1
1.279632568E0,5.588485718E0,1.088783264E1,2.756988525E0,1.254500131E1
1.284606933E0,5.564544678E0,1.072743225E1,2.740234375E0,1.239156344E1
1.289581298E0,5.507080078E0,1.052153015E1,2.541519165E0,1.214453982E1
1.294555664E0,5.277236938E0,1.020309448E1,2.158447266E0,1.168808202E1
1.299530029E0,5.133590698E0,9.915786743E0,1.861557007E0,1.131998121E1
1.304504394E0,5.183868408E0,9.575820923E0,1.495254517E0,1.099111569E1
1.309478759E0,5.167098999E0,9.314849854E0,9.996490479E-1,1.069881480E1
1.314453125E0,5.040206909E0,9.068237305E0,4.058837891E-1,1.038274314E1
1.319458007E0,4.865432739E0,8.874313354E0,4.914855957E-2,1.012068618E1
1.324432373E0,4.535034180E0,8.800094604E0,-1.950531006E-1,9.901830425E0
1.329406738E0,3.989151001E0,8.694747925E0,-3.913879395E-1,9.574191961E0
1.334381103E0,3.388214111E0,8.618133545E0,-5.302429199E-1,9.275417954E0
1.339355468E0,2.859100342E0,8.577438354E0,-5.063018799E-1,9.055564316E0
1.344329834E0,2.456863403E0,8.634887695E0,-2.309722900E-1,8.980579686E0
1.349304199E0,2.255752563E0,8.771362305E0,1.520996094E-1,9.058054460E0
1.354309082E0,2.227020264E0,8.994018555E0,6.285552979E-1,9.286930105E0
1.359283447E0,2.289276123E0,9.235839844E0,8.799438477E-1,9.555931350E0
1.364257812E0,2.473632812E0,9.420196533E0,1.160064697E0,9.808400079E0
1.369232177E0,2.567001343E0,9.602157593E0,1.277374268E0,1.002110829E1
1.374206543E0,3.055419922E0,9.800872803E0,1.119354248E0,1.032693820E1
1.379180908E0,3.239776611E0,1.010493469E1,8.464202881E-1,1.064529403E1
1.384155273E0,3.512710571E0,1.022943115E1,7.793884277E-1,1.084379286E1
1.389160156E0,3.627639771E0,1.032998657E1,4.633483887E-1,1.095824277E1
1.394134521E0,3.922119141E0,1.027012634E1,2.119598389E-1,1.099561006E1
1.399108886E0,4.278854370E0,1.010253906E1,6.057739258E-3,1.097132293E1
1.404083252E0,4.532638550E0,9.882278442E0,-1.184387207E-1,1.087282241E1
1.409057617E0,4.515884399E0,9.688339233E0,-1.806945801E-1,1.069063981E1
1.414031982E0,4.245330811E0,9.360336304E0,-1.567535400E-1,1.027926559E1
1.419006347E0,3.876632690E0,9.096969604E0,-5.859375000E-2,9.888709230E0
1.423980713E0,3.500747681E0,8.900650024E0,-4.182434082E-2,9.564442193E0
1.428985595E0,3.211044312E0,8.797698975E0,-1.112518311E-1,9.366039173E0
1.433959961E0,2.911773682E0,8.673202515E0,-2.860412598E-1,9.153397590E0
1.438934326E0,2.581359863E0,8.565460205E0,-4.895477295E-1,8.959362938E0
1.443908691E0,2.344345093E0,8.488845825E0,-5.996704102E-1,8.827007531E0
1.448883056E0,2.066619873E0,8.524765015E0,-5.015106201E-1,8.786014407E0
1.453857421E0,1.968444824E0,8.548706055E0,-3.339233398E-1,8.778761589E0
1.458831787E0,1.961273193E0,8.622924805E0,-1.208343506E-1,8.843982455E0
1.463836670E0,2.001968384E0,8.608551025E0,1.090087891E-1,8.838942871E0
1.468811035E0,2.057037354E0,8.632492065E0,2.981567383E-1,8.879201505E0
1.473785400E0,2.229415894E0,8.627716064E0,5.232086182E-1,8.926450973E0
1.478759765E0,2.459259033E0,8.661224365E0,8.081207275E-1,9.039791016E0
1.483734130E0,2.617279053E0,8.785720825E0,1.176818848E0,9.242507379E0
1.488708496E0,2.772903442E0,8.864730835E0,1.468917847E0,9.403731489E0
1.493682861E0,2.801635742E0,8.919799805E0,1.737060547E0,9.509435879E0
1.498687744E0,2.847122192E0,9.015563965E0,1.976486206E0,9.658829955E0
1.503662109E0,2.914154053E0,9.063461304E0,2.139297485E0,9.757828569E0
1.508636474E0,3.136825562E0,9.013183594E0,2.086624146E0,9.768887010E0
1.513610839E0,3.407363892E0,9.029937744E0,1.732269287E0,9.805644356E0
1.518585205E0,3.610870361E0,8.998809814E0,1.330047607E0,9.787031699E0
1.523559570E0,3.651580811E0,9.034729004E0,8.799438477E-1,9.784409628E0
1.528533935E0,3.618057251E0,9.068237305E0,3.556060791E-1,9.769837346E0
1.533538818E0,3.522293091E0,9.173583984E0,-1.854858398E-1,9.828305893E0
1.538513183E0,3.443283081E0,9.252593994E0,-5.709533691E-1,9.889018240E0
1.543487548E0,3.323562622E0,9.367523193E0,-8.295135498E-1,9.974199317E0
1.548461914E0,3.244567871E0,9.446533203E0,-9.683837891E-1,1.003503749E1
1.553436279E0,3.179916382E0,9.535110474E0,-9.851379395E-1,1.009953943E1
1.558410644E0,3.175125122E0,9.549484253E0,-8.271179199E-1,1.009743498E1
1.563385009E0,3.261322021E0,9.513565063E0,-5.086975098E-1,1.006990142E1
1.568389892E0,3.309204102E0,9.408218384E0,-8.253479004E-2,9.973575935E0
1.573364257E0,3.306808472E0,9.322021484E0,3.149108887E-1,9.896172780E0
1.578338623E0,3.275680542E0,9.345977783E0,6.501007080E-1,9.924717360E0
1.583312988E0,3.223007202E0,9.293304443E0,1.042739868E0,9.891440205E0
1.588287353E0,3.009933472E0,9.312454224E0,1.325256348E0,9.876123104E0
1.593261718E0,2.784881592E0,9.350753784E0,1.411453247E0,9.858212925E0
1.598236084E0,2.550247192E0,9.384277344E0,1.428207397E0,9.828946962E0
1.603240966E0,2.418563843E0,9.360336304E0,1.478485107E0,9.780146471E0
1.608215332E0,2.325180054E0,9.235839844E0,1.397094727E0,9.625958320E0
1.613189697E0,2.265335083E0,9.192749023E0,1.210342407E0,9.544805204E0
1.618164062E0,2.253356934E0,9.173583984E0,9.661254883E-1,9.495559965E0
1.623138427E0,2.270126343E0,9.104156494E0,7.458648682E-1,9.412515789E0
1.628112793E0,2.306030273E0,8.962905884E0,5.543365479E-1,9.271393990E0
1.633087158E0,2.243789673E0,8.783340454E0,4.202575684E-1,9.075146173E0
1.638092041E0,2.078582764E0,8.615737915E0,2.023773193E-1,8.865235626E0
1.643066406E0,1.870285034E0,8.448150635E0,-5.380249023E-2,8.652867153E0
1.648040771E0,1.736221313E0,8.402648926E0,-1.160430908E-1,8.580934647E0
1.653015136E0,1.719451904E0,8.397872925E0,-1.328125000E-1,8.573122166E0
1.657989502E0,1.793670654E0,8.472091675E0,-7.534790039E-2,8.660211837E0
1.662963867E0,1.894226074E0,8.488845825E0,-8.253479004E-2,8.698011719E0
