"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.788696290E-1,9.689758301E0,1.773117065E0,4.489898682E-1,9.860879877E0
2.838439940E-1,9.708908081E0,1.842544556E0,3.867340088E-1,9.889763888E0
2.888183590E-1,9.656234741E0,1.864089966E0,2.574462891E-1,9.837884903E0
2.937927250E-1,9.689758301E0,1.876068115E0,1.497039795E-1,9.870838808E0
2.987670900E-1,9.713699341E0,1.940704346E0,1.377410889E-1,9.906627118E0
3.037414550E-1,9.704116821E0,2.053237915E0,1.042175293E-1,9.919502533E0
3.087158200E-1,9.639480591E0,2.005340576E0,9.703063965E-2,9.846339007E0
3.136901850E-1,9.701721191E0,1.971832275E0,1.138000488E-1,9.900730632E0
3.186645510E-1,9.687362671E0,1.864089966E0,1.928100586E-1,9.866965219E0
3.236389160E-1,9.732849121E0,1.916763306E0,2.670288086E-1,9.923388432E0
3.286437990E-1,9.749603271E0,1.849731445E0,2.071685791E-1,9.925683311E0
3.336181640E-1,9.692153931E0,1.809020996E0,1.544952393E-1,9.860744067E0
3.385925290E-1,9.687362671E0,1.861694336E0,1.305541992E-1,9.865492675E0
3.435668940E-1,9.680175781E0,1.866485596E0,1.329498291E-1,9.859373575E0
3.485412600E-1,9.708908081E0,1.876068115E0,1.425323486E-1,9.889532000E0
3.535156250E-1,9.689758301E0,1.876068115E0,9.463500977E-2,9.870157207E0
3.584899900E-1,9.684967041E0,1.837753296E0,6.831359863E-2,9.858021633E0
3.634643550E-1,9.696929932E0,1.895217896E0,5.633544922E-2,9.880560442E0
3.684387210E-1,9.670593262E0,1.885635376E0,1.760406494E-1,9.854287651E0
3.734130860E-1,9.680175781E0,1.876068115E0,3.316650391E-1,9.865872309E0
3.784179690E-1,9.677780151E0,1.804229736E0,5.016632080E-1,9.857298797E0
3.833923340E-1,9.680175781E0,1.794662476E0,6.309509277E-1,9.865328967E0
3.883666990E-1,9.677780151E0,1.816207886E0,6.022186279E-1,9.865125798E0
3.933410640E-1,9.627502441E0,1.758743286E0,5.567169189E-1,9.802648363E0
3.983154300E-1,9.711303711E0,1.758743286E0,4.824981689E-1,9.881062807E0
4.032897950E-1,9.720870972E0,1.789871216E0,4.058837891E-1,9.892609012E0
4.082641600E-1,9.706512451E0,1.818603516E0,3.891296387E-1,9.883072629E0
4.132385250E-1,9.696929932E0,1.794662476E0,4.537658691E-1,9.872039656E0
4.182128910E-1,9.708908081E0,1.787475586E0,4.968719482E-1,9.884576209E0
4.231872560E-1,9.658630371E0,1.789871216E0,4.513854980E-1,9.833439301E0
4.281921390E-1,9.747207642E0,1.844940186E0,4.034881592E-1,9.928477416E0
4.331665040E-1,9.706512451E0,1.885635376E0,3.460388184E-1,9.894025854E0
4.381408690E-1,9.720870972E0,1.859298706E0,3.651885986E-1,9.903821830E0
4.431152340E-1,9.653839111E0,1.911972046E0,2.143554688E-1,9.843688077E0
4.480896000E-1,9.644256592E0,1.914367676E0,1.305541992E-1,9.833286999E0
4.530639650E-1,9.694534302E0,1.914367676E0,9.225463867E-2,9.882171312E0
4.580383300E-1,9.641860962E0,1.959854126E0,1.066131592E-1,9.839607582E0
4.630126950E-1,9.641860962E0,1.909576416E0,1.928100586E-1,9.831029479E0
4.679870600E-1,9.629898071E0,1.878448486E0,3.197021484E-1,9.816604048E0
4.729919430E-1,9.629898071E0,1.864089966E0,4.561614990E-1,9.819259217E0
4.779663090E-1,9.668197632E0,1.864089966E0,6.069946289E-1,9.864954097E0
4.829406740E-1,9.644256592E0,1.801834106E0,7.554473877E-1,9.840172362E0
4.879150390E-1,9.617919922E0,1.809020996E0,8.703613281E-1,9.825195643E0
4.928894040E-1,9.735244751E0,1.782684326E0,8.943023682E-1,9.937440842E0
4.978637690E-1,9.701721191E0,1.816207886E0,8.344573975E-1,9.905469414E0
5.028381350E-1,9.773544312E0,1.825790405E0,7.315063477E-1,9.969492492E0
5.078125000E-1,9.792709351E0,1.888031006E0,6.596679688E-1,9.994847639E0
5.127868650E-1,9.842987061E0,1.923950195E0,5.375671387E-1,1.004365258E1
5.177612300E-1,9.756790161E0,1.897613525E0,3.675842285E-1,9.946406864E0
5.227661130E-1,9.713699341E0,1.914367676E0,2.167510986E-1,9.902915708E0
5.277404780E-1,9.682571411E0,1.888031006E0,2.095642090E-1,9.867155992E0
5.327148440E-1,9.646652222E0,1.878448486E0,2.526550293E-1,9.831088565E0
5.376892090E-1,9.661026001E0,1.797058105E0,3.699798584E-1,9.833703591E0
5.426635740E-1,9.613143921E0,1.820999146E0,4.106750488E-1,9.792713001E0
5.476379390E-1,9.613143921E0,1.773117065E0,5.040435791E-1,9.788285861E0
5.526123050E-1,9.653839111E0,1.799453735E0,5.830535889E-1,9.837407932E0
5.575866700E-1,9.620315552E0,1.773117065E0,5.519409180E-1,9.797910707E0
5.625610350E-1,9.670593262E0,1.832962036E0,4.848937988E-1,9.854706787E0
5.675354000E-1,9.725662231E0,1.844940186E0,4.034881592E-1,9.907326220E0
5.725402830E-1,9.768768311E0,1.849731445E0,3.508148193E-1,9.948538172E0
5.775146480E-1,9.737640381E0,1.883239746E0,3.292694092E-1,9.923540219E0
5.824890140E-1,9.754394531E0,1.885635376E0,3.532104492E-1,9.941257016E0
5.874633790E-1,9.737640381E0,1.892822266E0,3.508148193E-1,9.926101317E0
5.924377440E-1,9.740036011E0,1.866485596E0,4.537658691E-1,9.927636850E0
5.974121090E-1,9.692153931E0,1.859298706E0,5.303802490E-1,9.883124137E0
6.023864750E-1,9.694534302E0,1.854507446E0,6.333312988E-1,9.890616853E0
6.073608400E-1,9.689758301E0,1.770721436E0,6.453094482E-1,9.871337023E0
6.123352050E-1,9.682571411E0,1.770721436E0,6.357269287E-1,9.863660186E0
6.173400880E-1,9.680175781E0,1.789871216E0,5.447540283E-1,9.859320417E0
6.223144530E-1,9.634689331E0,1.825790405E0,4.370117188E-1,9.815891623E0
6.272888180E-1,9.663421631E0,1.801834106E0,3.508148193E-1,9.836228688E0
6.322631840E-1,9.658630371E0,1.789871216E0,2.071685791E-1,9.825258187E0
6.372375490E-1,9.656234741E0,1.785079956E0,1.856231689E-1,9.821600470E0
6.422119140E-1,9.649047852E0,1.758743286E0,2.071685791E-1,9.810210049E0
6.471862790E-1,9.677780151E0,1.768325806E0,1.712493896E-1,9.839498522E0
6.521606440E-1,9.682571411E0,1.785079956E0,8.985900879E-2,9.846155302E0
6.571350100E-1,9.718475342E0,1.931121826E0,6.352233887E-2,9.908684553E0
6.621093750E-1,9.713699341E0,1.854507446E0,4.435729980E-2,9.889242657E0
6.671142580E-1,9.706512451E0,1.926345825E0,1.257629395E-1,9.896616014E0
6.720886230E-1,9.744812012E0,1.895217896E0,1.209716797E-1,9.928134073E0
6.770629880E-1,9.775939941E0,1.957458496E0,1.138000488E-1,9.970636687E0
6.820373530E-1,9.759185791E0,1.967041016E0,1.209716797E-1,9.956183597E0
6.870117190E-1,9.775939941E0,1.957458496E0,2.047729492E-1,9.972089925E0
6.919860840E-1,9.730453491E0,1.940704346E0,3.627929688E-1,9.928729891E0
6.969604490E-1,9.687362671E0,1.871276855E0,4.322204590E-1,9.875904369E0
7.019348140E-1,9.646652222E0,1.849731445E0,4.920806885E-1,9.834711430E0
7.069091800E-1,9.632293701E0,1.849731445E0,5.639038086E-1,9.824488581E0
7.119140620E-1,9.658630371E0,1.835357666E0,5.279998779E-1,9.845631634E0
7.168884280E-1,9.668197632E0,1.756347656E0,5.567169189E-1,9.842191639E0
7.218627930E-1,9.670593262E0,1.792266846E0,5.303802490E-1,9.849563325E0
7.268371580E-1,9.704116821E0,1.756347656E0,5.375671387E-1,9.876417306E0
7.318115230E-1,9.744812012E0,1.799453735E0,5.662994385E-1,9.925728686E0
7.367858890E-1,9.742431641E0,1.797058105E0,6.093902588E-1,9.925509992E0
7.417602540E-1,9.696929932E0,1.804229736E0,6.764373779E-1,9.886519234E0
7.467346190E-1,9.692153931E0,1.801834106E0,7.243194580E-1,9.884790976E0
7.517089840E-1,9.689758301E0,1.832962036E0,7.219238281E-1,9.887989673E0
7.566833500E-1,9.694534302E0,1.856903076E0,6.453094482E-1,9.891840509E0
7.616882320E-1,9.672988892E0,1.844940186E0,4.753265381E-1,9.858826183E0
7.666625980E-1,9.708908081E0,1.861694336E0,3.149108887E-1,9.890802333E0
7.716369630E-1,9.704116821E0,1.892822266E0,1.975860596E-1,9.888968584E0
7.766113280E-1,9.723266602E0,1.883239746E0,2.191467285E-1,9.906388375E0
7.815856930E-1,9.704116821E0,1.900009155E0,2.359008789E-1,9.891186344E0
7.865600590E-1,9.699325562E0,1.919158936E0,2.119598389E-1,9.889641770E0
7.915344240E-1,9.747207642E0,1.885635376E0,2.646331787E-1,9.931450463E0
7.965087890E-1,9.749603271E0,1.904785156E0,4.106750488E-1,9.942415423E0
8.014831540E-1,9.704116821E0,1.890426636E0,5.208129883E-1,9.900244558E0
8.064880370E-1,9.744812012E0,1.900009155E0,5.543365479E-1,9.943776191E0
8.114624020E-1,9.720870972E0,1.890426636E0,4.753265381E-1,9.914382514E0
8.164367680E-1,9.718475342E0,1.852111816E0,4.465942383E-1,9.903460383E0
8.214111330E-1,9.696929932E0,1.823394775E0,4.513854980E-1,9.877194312E0
8.263854980E-1,9.699325562E0,1.837753296E0,4.729309082E-1,9.883213909E0
8.313598630E-1,9.675384521E0,1.794662476E0,4.920806885E-1,9.852716501E0
8.363342280E-1,9.682571411E0,1.835357666E0,4.968719482E-1,9.867502654E0
8.413085940E-1,9.692153931E0,1.856903076E0,5.471496582E-1,9.883587891E0
8.462829590E-1,9.661026001E0,1.828170776E0,5.519409180E-1,9.847957685E0
8.512878420E-1,9.675384521E0,1.789871216E0,4.777069092E-1,9.851137422E0
8.562622070E-1,9.651443481E0,1.806625366E0,4.346160889E-1,9.828690026E0
8.612365720E-1,9.661026001E0,1.844940186E0,3.939208984E-1,9.843495383E0
8.662109370E-1,9.646652222E0,1.823394775E0,3.795471191E-1,9.824801454E0
8.711853030E-1,9.620315552E0,1.842544556E0,3.843383789E-1,9.802711755E0
8.761596680E-1,9.632293701E0,1.847335815E0,3.388519287E-1,9.813692077E0
8.811340330E-1,9.651443481E0,1.837753296E0,3.268737793E-1,9.830287123E0
8.861083980E-1,9.661026001E0,1.854507446E0,3.556060791E-1,9.843834463E0
8.910827640E-1,9.637084961E0,1.811416626E0,3.149108887E-1,9.810902385E0
8.960571290E-1,9.661026001E0,1.799453735E0,3.220977783E-1,9.832456667E0
9.010620120E-1,9.661026001E0,1.847335815E0,3.867340088E-1,9.843659695E0
9.060363770E-1,9.687362671E0,1.823394775E0,4.489898682E-1,9.867692533E0
9.110107420E-1,9.694534302E0,1.868881226E0,5.256042480E-1,9.887010276E0
9.159851070E-1,9.720870972E0,1.902404785E0,5.710906982E-1,9.921724699E0
9.209594730E-1,9.694534302E0,1.909576416E0,5.256042480E-1,9.894783335E0
9.259338380E-1,9.783126831E0,1.883239746E0,5.351715088E-1,9.977102339E0
9.309082030E-1,9.744812012E0,1.895217896E0,4.992675781E-1,9.939943668E0
9.358825680E-1,9.740036011E0,1.883239746E0,3.723754883E-1,9.927414413E0
9.408569340E-1,9.694534302E0,1.866485596E0,3.292694092E-1,9.878065709E0
9.458618160E-1,9.718475342E0,1.844940186E0,3.532104492E-1,9.898349604E0
9.508361820E-1,9.661026001E0,1.828170776E0,3.723754883E-1,9.839527188E0
9.558105470E-1,9.632293701E0,1.844940186E0,3.556060791E-1,9.813834211E0
9.607849120E-1,9.608352661E0,1.780288696E0,3.699798584E-1,9.778893281E0
9.657592770E-1,9.584411621E0,1.794662476E0,4.418029785E-1,9.760991210E0
9.707336430E-1,9.584411621E0,1.813812256E0,5.136260986E-1,9.768043447E0
9.757080080E-1,9.613143921E0,1.818603516E0,5.758819580E-1,9.800586453E0
9.806823730E-1,9.637084961E0,1.799453735E0,5.758819580E-1,9.820543789E0
9.856567380E-1,9.701721191E0,1.866485596E0,4.944763184E-1,9.892000272E0
9.906311030E-1,9.744812012E0,1.856903076E0,5.088348389E-1,9.933195008E0
9.956359860E-1,9.723266602E0,1.871276855E0,5.160217285E-1,9.915133327E0
1.000610351E0,9.768768311E0,1.876068115E0,5.112304688E-1,9.960412766E0
1.005584717E0,9.773544312E0,1.931121826E0,5.112304688E-1,9.975608077E0
1.010559082E0,9.751998901E0,1.880844116E0,4.896850586E-1,9.943784421E0
1.015533447E0,9.708908081E0,1.856903076E0,4.322204590E-1,9.894331695E0
1.020507812E0,9.713699341E0,1.818603516E0,4.346160889E-1,9.892025312E0
1.025482178E0,9.696929932E0,1.818603516E0,4.992675781E-1,9.878615134E0
1.030456543E0,9.677780151E0,1.780288696E0,5.327758789E-1,9.854577953E0
1.035430908E0,9.670593262E0,1.777893066E0,5.351715088E-1,9.847217187E0
1.040435791E0,9.641860962E0,1.782684326E0,5.040435791E-1,9.818223166E0
1.045410156E0,9.677780151E0,1.794662476E0,4.441986084E-1,9.852794246E0
1.050384521E0,9.620315552E0,1.835357666E0,4.106750488E-1,9.802431488E0
1.055358887E0,9.646652222E0,1.787475586E0,3.388519287E-1,9.816709667E0
1.060333252E0,9.641860962E0,1.844940186E0,3.197021484E-1,9.821990458E0
1.065307617E0,9.651443481E0,1.878448486E0,3.627929688E-1,9.839235170E0
1.070281982E0,9.653839111E0,1.854507446E0,3.771514893E-1,9.837583580E0
1.075256348E0,9.663421631E0,1.861694336E0,4.298248291E-1,9.850501145E0
1.080230713E0,9.634689331E0,1.864089966E0,4.418029785E-1,9.823301878E0
1.085235596E0,9.651443481E0,1.840148926E0,4.920806885E-1,9.837614180E0
1.090209961E0,9.646652222E0,1.830566406E0,5.040435791E-1,9.831730895E0
1.095184326E0,9.596374512E0,1.820999146E0,4.513854980E-1,9.778046355E0
1.100158691E0,9.706512451E0,1.844940186E0,4.154663086E-1,9.889024244E0
1.105133057E0,9.761581421E0,1.861694336E0,3.867340088E-1,9.945046045E0
1.110107422E0,9.759185791E0,1.868881226E0,3.532104492E-1,9.942795480E0
1.115081787E0,9.682571411E0,1.823394775E0,3.173065186E-1,9.857872035E0
1.120056152E0,9.737640381E0,1.861694336E0,2.718200684E-1,9.917733216E0
1.125030518E0,9.711303711E0,1.856903076E0,3.220977783E-1,9.892484813E0
1.130004883E0,9.744812012E0,1.840148926E0,3.292694092E-1,9.922496035E0
1.135009766E0,9.720870972E0,1.840148926E0,3.029327393E-1,9.898143703E0
1.139984131E0,9.716094971E0,1.849731445E0,3.603973389E-1,9.897165965E0
1.144958496E0,9.696929932E0,1.868881226E0,4.106750488E-1,9.883917297E0
1.149932861E0,9.763977051E0,1.813812256E0,3.963165283E-1,9.938924969E0
1.154907226E0,9.632293701E0,1.789871216E0,2.933654785E-1,9.801570498E0
1.159881592E0,9.706512451E0,1.811416626E0,2.574462891E-1,9.877443634E0
1.164855957E0,9.661026001E0,1.859298706E0,2.359008789E-1,9.841141412E0
1.169830322E0,9.684967041E0,1.852111816E0,2.454833984E-1,9.863527101E0
1.174804687E0,9.684967041E0,1.830566406E0,1.999816895E-1,9.858476182E0
1.179809570E0,9.696929932E0,1.868881226E0,2.454833984E-1,9.878432529E0
1.184783935E0,9.737640381E0,1.919158936E0,3.125152588E-1,9.929877995E0
1.189758301E0,9.773544312E0,1.933517456E0,3.723754883E-1,9.969920846E0
1.194732666E0,9.732849121E0,1.919158936E0,3.675842285E-1,9.927066092E0
1.199707031E0,9.763977051E0,1.911972046E0,3.987121582E-1,9.957402088E0
1.204681396E0,9.835800171E0,1.921554565E0,4.537658691E-1,1.003201079E1
1.209655762E0,9.804672241E0,1.873672485E0,4.824981689E-1,9.993750588E0
1.214630127E0,9.730453491E0,1.842544556E0,4.465942383E-1,9.913432402E0
1.219604492E0,9.744812012E0,1.794662476E0,4.346160889E-1,9.918218877E0
1.224609375E0,9.689758301E0,1.801834106E0,4.394073486E-1,9.865652583E0
1.229583740E0,9.684967041E0,1.801834106E0,4.370117188E-1,9.860840328E0
1.234558105E0,9.663421631E0,1.806625366E0,4.154663086E-1,9.839625251E0
1.239532471E0,9.646652222E0,1.816207886E0,3.963165283E-1,9.824132377E0
1.244506836E0,9.704116821E0,1.818603516E0,4.154663086E-1,9.881792058E0
1.249481201E0,9.649047852E0,1.782684326E0,5.088348389E-1,9.825528013E0
1.254455566E0,9.704116821E0,1.806625366E0,5.351715088E-1,9.885352145E0
1.259429932E0,9.718475342E0,1.842544556E0,4.753265381E-1,9.903013114E0
1.264404297E0,9.735244751E0,1.854507446E0,4.657440186E-1,9.921245170E0
1.269378662E0,9.740036011E0,1.892822266E0,4.681396484E-1,9.933289100E0
1.274383545E0,9.732849121E0,1.878448486E0,4.920806885E-1,9.924669472E0
1.279357910E0,9.735244751E0,1.890426636E0,5.375671387E-1,9.931650500E0
1.284332275E0,9.696929932E0,1.854507446E0,5.495452881E-1,9.887954692E0
1.289306641E0,9.706512451E0,1.837753296E0,5.064392090E-1,9.891926092E0
1.294281006E0,9.701721191E0,1.871276855E0,4.130706787E-1,9.889170771E0
1.299255371E0,9.663421631E0,1.837753296E0,3.747711182E-1,9.843754781E0
1.304229736E0,9.694534302E0,1.797058105E0,2.718200684E-1,9.863432431E0
1.309204101E0,9.646652222E0,1.823394775E0,2.071685791E-1,9.819653070E0
1.314178467E0,9.663421631E0,1.804229736E0,1.808319092E-1,9.832073166E0
1.319183350E0,9.694534302E0,1.835357666E0,1.592864990E-1,9.868024386E0
1.324157715E0,9.680175781E0,1.825790405E0,2.263183594E-1,9.853452885E0
1.329132080E0,9.675384521E0,1.842544556E0,2.909698486E-1,9.853562784E0
1.334106445E0,9.696929932E0,1.773117065E0,3.436431885E-1,9.863695295E0
1.339080810E0,9.723266602E0,1.806625366E0,3.484344482E-1,9.895818065E0
1.344055176E0,9.692153931E0,1.777893066E0,3.101196289E-1,9.858748691E0
1.349029541E0,9.713699341E0,1.804229736E0,3.436431885E-1,9.885812585E0
1.354003906E0,9.737640381E0,1.840148926E0,3.316650391E-1,9.915532762E0
1.358978271E0,9.737640381E0,1.897613525E0,3.603973389E-1,9.927359343E0
1.363983154E0,9.763977051E0,1.861694336E0,3.747711182E-1,9.946939582E0
1.368957519E0,9.742431641E0,1.914367676E0,3.843383789E-1,9.936170986E0
1.373931885E0,9.730453491E0,1.904785156E0,4.346160889E-1,9.924657313E0
1.378906250E0,9.732849121E0,1.830566406E0,4.633483887E-1,9.914333922E0
1.383880615E0,9.711303711E0,1.823394775E0,5.232086182E-1,9.894843886E0
1.388854980E0,9.689758301E0,1.818603516E0,5.303802490E-1,9.873197956E0
1.393829346E0,9.639480591E0,1.785079956E0,5.878448486E-1,9.820980505E0
1.398803711E0,9.656234741E0,1.811416626E0,5.806579590E-1,9.841811989E0
1.403778076E0,9.668197632E0,1.809020996E0,6.357269287E-1,9.856508060E0
1.408752441E0,9.632293701E0,1.816207886E0,6.285552979E-1,9.822157339E0
1.413757324E0,9.658630371E0,1.837753296E0,6.285552979E-1,9.851982521E0
1.418731689E0,9.692153931E0,1.816207886E0,5.591125488E-1,9.876693057E0
1.423706055E0,9.656234741E0,1.811416626E0,4.801025391E-1,9.836391514E0
1.428680420E0,9.694534302E0,1.868881226E0,3.939208984E-1,9.880884881E0
1.433654785E0,9.656234741E0,1.859298706E0,3.460388184E-1,9.839695316E0
1.438629150E0,9.720870972E0,1.861694336E0,3.077239990E-1,9.902319542E0
1.443603516E0,9.735244751E0,1.837753296E0,3.173065186E-1,9.912265683E0
1.448577881E0,9.708908081E0,1.842544556E0,3.101196289E-1,9.887064314E0
1.453552246E0,9.711303711E0,1.859298706E0,3.316650391E-1,9.893250888E0
1.458557129E0,9.706512451E0,1.837753296E0,3.508148193E-1,9.885180432E0
1.463531494E0,9.735244751E0,1.837753296E0,3.675842285E-1,9.914002507E0
1.468505859E0,9.689758301E0,1.842544556E0,3.508148193E-1,9.869622962E0
1.473480225E0,9.656234741E0,1.823394775E0,2.478637695E-1,9.830008867E0
1.478454590E0,9.665817261E0,1.840148926E0,2.622375488E-1,9.842913183E0
1.483428955E0,9.718475342E0,1.864089966E0,3.220977783E-1,9.900875787E0
1.488403320E0,9.680175781E0,1.864089966E0,3.532104492E-1,9.864349557E0
1.493377685E0,9.670593262E0,1.856903076E0,3.603973389E-1,9.853849467E0
1.498352051E0,9.644256592E0,1.823394775E0,3.603973389E-1,9.821727952E0
1.503326416E0,9.694534302E0,1.856903076E0,4.729309082E-1,9.882092289E0
1.508331299E0,9.711303711E0,1.818603516E0,4.872894287E-1,9.892127653E0
1.513305664E0,9.689758301E0,1.828170776E0,5.208129883E-1,9.874455453E0
1.518280029E0,9.730453491E0,1.859298706E0,5.543365479E-1,9.921996061E0
1.523254394E0,9.720870972E0,1.878448486E0,5.830535889E-1,9.917855245E0
1.528228760E0,9.696929932E0,1.859298706E0,5.878448486E-1,9.891056735E0
1.533203125E0,9.708908081E0,1.806625366E0,5.327758789E-1,9.889926262E0
1.538177490E0,9.694534302E0,1.816207886E0,4.729309082E-1,9.874526321E0
1.543151855E0,9.711303711E0,1.823394775E0,3.220977783E-1,9.886249807E0
1.548126221E0,9.720870972E0,1.809020996E0,3.077239990E-1,9.892551919E0
1.553131103E0,9.668197632E0,1.864089966E0,2.957611084E-1,9.850703096E0
1.558105469E0,9.701721191E0,1.832962036E0,2.574462891E-1,9.876711117E0
1.563079834E0,9.696929932E0,1.854507446E0,2.502593994E-1,9.875843140E0
1.568054199E0,9.704116821E0,1.809020996E0,2.837829590E-1,9.875372044E0
1.573028564E0,9.694534302E0,1.820999146E0,2.861785889E-1,9.868228382E0
1.578002930E0,9.728057861E0,1.849731445E0,3.053283691E-1,9.907060189E0
1.582977295E0,9.668197632E0,1.806625366E0,2.957611084E-1,9.839990615E0
1.587951660E0,9.720870972E0,1.820999146E0,2.813873291E-1,9.893965290E0
1.592926025E0,9.694534302E0,1.852111816E0,2.718200684E-1,9.873611277E0
1.597900391E0,9.680175781E0,1.847335815E0,3.675842285E-1,9.861722514E0
1.602905273E0,9.740036011E0,1.866485596E0,4.250488281E-1,9.926365723E0
1.607879639E0,9.694534302E0,1.832962036E0,4.585571289E-1,9.876943849E0
1.612854004E0,9.756790161E0,1.801834106E0,5.136260986E-1,9.935057733E0
1.617828369E0,9.706512451E0,1.811416626E0,5.303802490E-1,9.888322273E0
1.622802734E0,9.687362671E0,1.794662476E0,5.399627686E-1,9.866983770E0
1.627777100E0,9.689758301E0,1.809020996E0,5.662994385E-1,9.873432430E0
1.632751465E0,9.713699341E0,1.813812256E0,5.303802490E-1,9.895815934E0
1.637725830E0,9.716094971E0,1.842544556E0,4.944763184E-1,9.901614957E0
1.642700195E0,9.692153931E0,1.832962036E0,4.346160889E-1,9.873524638E0
1.647705078E0,9.742431641E0,1.864089966E0,4.274291992E-1,9.928368516E0
1.652679443E0,9.723266602E0,1.866485596E0,4.872894287E-1,9.912776244E0
