"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.440185550E-1,3.491165161E0,9.128097534E0,8.775482178E-1,9.812262209E0
2.489929200E-1,3.479187012E0,9.152038574E0,1.030776978E0,9.845153808E0
2.539672850E-1,3.443283081E0,9.089797974E0,9.350128174E-1,9.764982056E0
2.589416500E-1,3.438491821E0,9.053878784E0,9.062805176E-1,9.727141997E0
2.639160160E-1,3.424133301E0,9.041900635E0,9.637298584E-1,9.716451574E0
2.689208980E-1,3.452850342E0,9.039520264E0,9.804992676E-1,9.726072223E0
2.738952640E-1,3.426513672E0,9.051483154E0,1.006835938E0,9.730573562E0
2.788696290E-1,3.428909302E0,9.125701904E0,9.110717773E-1,9.791113626E0
2.838439940E-1,3.443283081E0,9.137680054E0,8.512115479E-1,9.801936352E0
2.888183590E-1,3.493560791E0,9.159225464E0,8.631744385E-1,9.840805262E0
2.937927250E-1,3.469619751E0,9.113739014E0,8.248748779E-1,9.786670455E0
2.987670900E-1,3.452850342E0,9.132888794E0,7.961425781E-1,9.796207236E0
3.037414550E-1,3.457641602E0,9.092178345E0,8.105010986E-1,9.761142583E0
3.087158200E-1,3.433700562E0,9.101760864E0,8.440246582E-1,9.764462504E0
3.137207030E-1,3.402572632E0,9.104156494E0,9.302215576E-1,9.763630377E0
3.186950680E-1,3.419342041E0,9.104156494E0,9.876861572E-1,9.775126056E0
3.236694340E-1,3.385818481E0,9.073028564E0,1.004440308E0,9.736144743E0
3.286437990E-1,3.378631592E0,9.111343384E0,9.924621582E-1,9.768147768E0
3.336181640E-1,3.397796631E0,9.022750854E0,9.781036377E-1,9.690807069E0
3.385925290E-1,3.460037231E0,9.041900635E0,9.661254883E-1,9.729399940E0
3.435668940E-1,3.483978271E0,9.022750854E0,9.972534180E-1,9.723304580E0
3.485412600E-1,3.503128052E0,9.001205444E0,9.685211182E-1,9.707298221E0
3.535156250E-1,3.503128052E0,9.013183594E0,8.943023682E-1,9.711290407E0
3.584899900E-1,3.474411011E0,9.029937744E0,8.464202881E-1,9.712246642E0
3.634948730E-1,3.412155151E0,9.037124634E0,8.799438477E-1,9.699831215E0
3.684692380E-1,3.409759521E0,9.015563965E0,9.350128174E-1,9.684064362E0
3.734436030E-1,3.388214111E0,9.008392334E0,1.016403198E0,9.678026801E0
3.784179690E-1,3.330749512E0,9.010787964E0,1.109786987E0,9.670564575E0
3.833923340E-1,3.287658691E0,8.960510254E0,1.133728027E0,9.611700314E0
3.883666990E-1,3.237380981E0,8.986846924E0,1.061904907E0,9.611019472E0
3.933410640E-1,3.246948242E0,9.032333374E0,9.709167480E-1,9.647196401E0
3.983154300E-1,3.297225952E0,9.056274414E0,9.230346680E-1,9.681931535E0
4.032897950E-1,3.371459961E0,9.087402344E0,8.871154785E-1,9.733169961E0
4.082946780E-1,3.426513672E0,9.108947754E0,8.224792480E-1,9.766800768E0
4.132690430E-1,3.428909302E0,9.061065674E0,7.602233887E-1,9.717935467E0
4.182434080E-1,3.462432861E0,9.053878784E0,7.123413086E-1,9.719495486E0
4.232177730E-1,3.481582642E0,9.063461304E0,7.338867188E-1,9.736854636E0
4.281921390E-1,3.416946411E0,9.022750854E0,7.650146484E-1,9.678367795E0
4.331665040E-1,3.385818481E0,8.965286255E0,7.817840576E-1,9.615160463E0
4.381408690E-1,3.390609741E0,8.941345215E0,8.320617676E-1,9.598761142E0
4.431152340E-1,3.337936401E0,8.886291504E0,8.536071777E-1,9.530825847E0
4.480896000E-1,3.388214111E0,8.900650024E0,8.583984375E-1,9.562343520E0
4.530944820E-1,3.409759521E0,8.922195435E0,8.943023682E-1,9.593321015E0
4.580688480E-1,3.433700562E0,8.917404175E0,8.847351074E-1,9.596517752E0
4.630432130E-1,3.431304932E0,8.912612915E0,8.416290283E-1,9.587328196E0
4.680175780E-1,3.393005371E0,8.941345215E0,8.128967285E-1,9.597965451E0
4.729919430E-1,3.421737671E0,8.924591064E0,8.009338379E-1,9.591564490E0
4.779663090E-1,3.474411011E0,8.941345215E0,8.320617676E-1,9.628681785E0
4.829406740E-1,3.503128052E0,8.936569214E0,8.224792480E-1,9.633828293E0
4.879150390E-1,3.534255981E0,8.943740845E0,8.895111084E-1,9.657779023E0
4.928894040E-1,3.491165161E0,8.938949585E0,9.302215576E-1,9.641491898E0
4.978637690E-1,3.491165161E0,8.965286255E0,9.733123779E-1,9.670156607E0
5.028686520E-1,3.448074341E0,8.938949585E0,9.374084473E-1,9.626669774E0
5.078430180E-1,3.440887451E0,8.962905884E0,9.254302979E-1,9.645196191E0
5.128173830E-1,3.467224121E0,9.013183594E0,8.775482178E-1,9.696866116E0
5.177917480E-1,3.462432861E0,9.039520264E0,9.038848877E-1,9.722056151E0
5.227661130E-1,3.486373901E0,9.051483154E0,8.440246582E-1,9.736350851E0
5.277404780E-1,3.455245972E0,9.087402344E0,8.344573975E-1,9.757864788E0
5.327148440E-1,3.479187012E0,9.065841675E0,8.512115479E-1,9.747758134E0
5.376892090E-1,3.483978271E0,9.099365234E0,8.560028076E-1,9.781068095E0
5.426635740E-1,3.481582642E0,9.075424194E0,8.176879883E-1,9.754658151E0
5.476684570E-1,3.479187012E0,9.073028564E0,7.913513184E-1,9.749401341E0
5.526428220E-1,3.510314941E0,9.101760864E0,7.650146484E-1,9.785172928E0
5.576171870E-1,3.445678711E0,9.094573975E0,7.745971680E-1,9.756227669E0
5.625915530E-1,3.479187012E0,9.159225464E0,8.057250977E-1,9.830836500E0
5.675659180E-1,3.472015381E0,9.140075684E0,8.536071777E-1,9.814505567E0
5.725402830E-1,3.400177002E0,9.123306274E0,8.871154785E-1,9.776650495E0
5.775146480E-1,3.419342041E0,9.125701904E0,9.038848877E-1,9.787100854E0
5.824890140E-1,3.436096191E0,9.094573975E0,9.900665283E-1,9.772321349E0
5.874633790E-1,3.469619751E0,9.087402344E0,1.071472168E0,9.786071489E0
5.924377440E-1,3.448074341E0,9.087402344E0,1.155273438E0,9.787990332E0
5.974426270E-1,3.433700562E0,9.034729004E0,1.164855957E0,9.735169085E0
6.024169920E-1,3.440887451E0,9.044296265E0,1.157669067E0,9.745727220E0
6.073913570E-1,3.450469971E0,9.070632935E0,1.138519287E0,9.771302422E0
6.123657230E-1,3.436096191E0,9.025146484E0,1.124145508E0,9.722331471E0
6.173400880E-1,3.448074341E0,9.073028564E0,1.045135498E0,9.762242171E0
6.223144530E-1,3.424133301E0,9.070632935E0,9.421844482E-1,9.741087323E0
6.272888180E-1,3.424133301E0,9.108947754E0,9.158477783E-1,9.774272106E0
6.322631840E-1,3.404968262E0,9.113739014E0,8.799438477E-1,9.768743463E0
6.372375490E-1,3.436096191E0,9.113739014E0,8.751525879E-1,9.779206916E0
6.422424320E-1,3.445678711E0,9.082611084E0,8.751525879E-1,9.753584876E0
6.472167970E-1,3.440887451E0,9.087402344E0,8.440246582E-1,9.753612943E0
6.521911620E-1,3.486373901E0,9.125701904E0,8.344573975E-1,9.804568189E0
6.571655270E-1,3.455245972E0,9.149642944E0,8.631744385E-1,9.818337988E0
6.621398930E-1,3.498352051E0,9.135284424E0,8.943023682E-1,9.823017118E0
6.671142580E-1,3.438491821E0,9.111343384E0,9.038848877E-1,9.780430060E0
6.720886230E-1,3.433700562E0,9.080215454E0,8.919067383E-1,9.748646566E0
6.770629880E-1,3.416946411E0,9.053878784E0,8.990936279E-1,9.718879214E0
6.820373530E-1,3.419342041E0,9.096969604E0,8.631744385E-1,9.756629853E0
6.870117190E-1,3.397796631E0,9.085006714E0,8.152923584E-1,9.733810691E0
6.920166020E-1,3.412155151E0,9.101760864E0,8.033294678E-1,9.753470759E0
6.969909670E-1,3.421737671E0,9.104156494E0,8.105010986E-1,9.759655024E0
7.019653320E-1,3.388214111E0,9.120910645E0,7.769927979E-1,9.760877197E0
7.069396970E-1,3.373855591E0,9.089797974E0,7.578430176E-1,9.725310010E0
7.119140620E-1,3.330749512E0,9.065841675E0,7.841796875E-1,9.690114311E0
7.168884280E-1,3.357086182E0,9.041900635E0,8.272705078E-1,9.680411727E0
7.218627930E-1,3.366668701E0,9.096969604E0,9.350128174E-1,9.744924992E0
7.268371580E-1,3.345123291E0,9.034729004E0,1.002044678E0,9.686086493E0
7.318115230E-1,3.333145142E0,9.046691895E0,1.059509277E0,9.699229386E0
7.367858890E-1,3.357086182E0,9.075424194E0,1.116973877E0,9.740686967E0
7.417907710E-1,3.349899292E0,9.082611084E0,1.104995728E0,9.743544782E0
7.467651370E-1,3.378631592E0,8.994018555E0,1.078659058E0,9.668041506E0
7.517395020E-1,3.431304932E0,8.996414185E0,1.025985718E0,9.683076392E0
7.567138670E-1,3.400177002E0,9.022750854E0,1.021194458E0,9.696085537E0
7.616882320E-1,3.440887451E0,9.085006714E0,9.948577881E-1,9.765592428E0
7.666625980E-1,3.412155151E0,9.070632935E0,1.014022827E0,9.744097029E0
7.716369630E-1,3.448074341E0,9.080215454E0,1.030776978E0,9.767396303E0
7.766113280E-1,3.393005371E0,9.140075684E0,1.002044678E0,9.800896004E0
7.815856930E-1,3.371459961E0,9.152038574E0,9.924621582E-1,9.803648987E0
7.865600590E-1,3.345123291E0,9.147247314E0,9.661254883E-1,9.787511518E0
7.915649410E-1,3.311599731E0,9.125701904E0,9.613494873E-1,9.755476455E0
7.965393070E-1,3.318786621E0,9.154434204E0,9.206390381E-1,9.780878615E0
8.015136720E-1,3.330749512E0,9.120910645E0,8.775482178E-1,9.749615078E0
8.064880370E-1,3.347518921E0,9.108947754E0,8.392333984E-1,9.740796929E0
8.114624020E-1,3.323562622E0,9.056274414E0,8.440246582E-1,9.683726162E0
8.164367680E-1,3.330749512E0,9.008392334E0,7.698059082E-1,9.635228378E0
8.214111330E-1,3.378631592E0,9.027542114E0,7.386779785E-1,9.667332270E0
8.263854980E-1,3.455245972E0,9.022750854E0,6.716461182E-1,9.685033103E0
8.313598630E-1,3.562988281E0,9.013183594E0,7.243194580E-1,9.718899252E0
8.363647460E-1,3.560592651E0,9.041900635E0,7.338867188E-1,9.745377203E0
8.413391110E-1,3.548629761E0,8.998809814E0,7.961425781E-1,9.705936032E0
8.463134770E-1,3.486373901E0,8.948532104E0,7.626190186E-1,9.633930536E0
8.512878420E-1,3.493560791E0,8.929382324E0,8.224792480E-1,9.623684731E0
8.562622070E-1,3.472015381E0,8.931777954E0,8.703613281E-1,9.622321813E0
8.612365720E-1,3.507919312E0,8.893463135E0,8.990936279E-1,9.602476440E0
8.662109370E-1,3.481582642E0,8.900650024E0,9.014892578E-1,9.599774551E0
8.711853030E-1,3.462432861E0,8.903045654E0,8.607940674E-1,9.591330964E0
8.761596680E-1,3.483978271E0,8.859954834E0,8.536071777E-1,9.558532810E0
8.811340330E-1,3.493560791E0,8.874313354E0,9.038848877E-1,9.579948455E0
8.861389160E-1,3.522293091E0,8.962905884E0,9.517669678E-1,9.677091033E0
8.911132810E-1,3.579742432E0,9.022750854E0,9.158477783E-1,9.750044411E0
8.960876460E-1,3.572570801E0,9.001205444E0,8.464202881E-1,9.721182484E0
9.010620120E-1,3.543838501E0,9.003601074E0,7.985382080E-1,9.708825207E0
9.060363770E-1,3.529464722E0,8.986846924E0,8.416290283E-1,9.691691198E0
9.110107420E-1,3.512710571E0,9.037124634E0,8.751525879E-1,9.735227232E0
9.159851070E-1,3.488769531E0,9.104156494E0,8.847351074E-1,9.789787256E0
9.209594730E-1,3.507919312E0,9.087402344E0,8.655700684E-1,9.779345111E0
9.259338380E-1,3.500747681E0,9.065841675E0,7.841796875E-1,9.749854223E0
9.309082030E-1,3.472015381E0,9.063461304E0,7.530517578E-1,9.734901569E0
9.359130860E-1,3.481582642E0,9.073028564E0,7.817840576E-1,9.749484670E0
9.408874510E-1,3.474411011E0,9.130493164E0,8.248748779E-1,9.803971433E0
9.458618160E-1,3.450469971E0,9.096969604E0,8.009338379E-1,9.762279140E0
9.508361820E-1,3.455245972E0,9.111343384E0,7.793884277E-1,9.775620149E0
9.558105470E-1,3.472015381E0,9.065841675E0,7.793884277E-1,9.739190028E0
9.607849120E-1,3.512710571E0,9.034729004E0,8.176879883E-1,9.728004799E0
9.657592770E-1,3.524688721E0,9.077819824E0,8.990936279E-1,9.779499614E0
9.707336430E-1,3.488769531E0,9.068237305E0,8.943023682E-1,9.757264851E0
9.757080080E-1,3.510314941E0,9.061065674E0,9.134521484E-1,9.760103327E0
9.807128910E-1,3.460037231E0,9.051483154E0,8.895111084E-1,9.731003800E0
9.856872560E-1,3.445678711E0,9.053878784E0,8.847351074E-1,9.727701631E0
9.906616210E-1,3.503128052E0,9.106552124E0,8.847351074E-1,9.797140090E0
9.956359860E-1,3.455245972E0,9.118515015E0,9.374084473E-1,9.796161258E0
1.000610352E0,3.491165161E0,9.111343384E0,8.895111084E-1,9.797757011E0
1.005584717E0,3.476791382E0,9.154434204E0,8.560028076E-1,9.829775415E0
1.010559082E0,3.462432861E0,9.175979614E0,9.110717773E-1,9.849725630E0
1.015533447E0,3.388214111E0,9.187957764E0,1.006835938E0,9.844403554E0
1.020507812E0,3.357086182E0,9.140075684E0,1.088241577E0,9.797718146E0
1.025482178E0,3.340332031E0,9.087402344E0,1.100204468E0,9.744185410E0
1.030487061E0,3.304412842E0,9.061065674E0,9.924621582E-1,9.695722588E0
1.035461426E0,3.347518921E0,9.065841675E0,8.823394775E-1,9.704323323E0
1.040435791E0,3.424133301E0,9.089797974E0,8.775482178E-1,9.752907615E0
1.045410156E0,3.472015381E0,9.089797974E0,8.368377686E-1,9.766248791E0
1.050384521E0,3.469619751E0,9.101760864E0,8.966979980E-1,9.781839262E0
1.055358887E0,3.469619751E0,9.056274414E0,8.966979980E-1,9.739529495E0
1.060333252E0,3.426513672E0,8.991622925E0,8.512115479E-1,9.659960655E0
1.065307617E0,3.404968262E0,9.025146484E0,8.703613281E-1,9.685277836E0
1.070312500E0,3.385818481E0,9.015563965E0,8.966979980E-1,9.672033276E0
1.075286865E0,3.361877441E0,9.039520264E0,9.613494873E-1,9.692230877E0
1.080261230E0,3.397796631E0,8.982055664E0,9.685211182E-1,9.651962446E0
1.085235596E0,3.357086182E0,8.986846924E0,9.134521484E-1,9.636796153E0
1.090209961E0,3.400177002E0,9.034729004E0,9.014892578E-1,9.695370787E0
1.095184326E0,3.443283081E0,8.986846924E0,8.631744385E-1,9.662540355E0
1.100158691E0,3.448074341E0,8.972473145E0,8.536071777E-1,9.650032964E0
1.105133057E0,3.479187012E0,8.994018555E0,7.985382080E-1,9.676506358E0
1.110107422E0,3.460037231E0,8.977264404E0,7.338867188E-1,9.648923440E0
1.115081787E0,3.452850342E0,9.049087524E0,7.458648682E-1,9.714137888E0
1.120086670E0,3.424133301E0,8.996414185E0,7.745971680E-1,9.657129895E0
1.125061035E0,3.373855591E0,9.003601074E0,8.895111084E-1,9.656032512E0
1.130035400E0,3.347518921E0,8.974868774E0,9.206390381E-1,9.622979200E0
1.135009766E0,3.306808472E0,8.967681885E0,9.445800781E-1,9.604505827E0
1.139984131E0,3.313995361E0,8.996414185E0,9.948577881E-1,9.638867955E0
1.144958496E0,3.304412842E0,8.946136475E0,9.278259277E-1,9.581928981E0
1.149932861E0,3.330749512E0,8.986846924E0,8.895111084E-1,9.625411158E0
1.154907227E0,3.388214111E0,9.003601074E0,8.727569580E-1,9.659530624E0
1.159881592E0,3.412155151E0,9.020355225E0,8.751525879E-1,9.683775256E0
1.164886475E0,3.393005371E0,9.037124634E0,8.703613281E-1,9.692246176E0
1.169860840E0,3.409759521E0,9.039520264E0,8.488159180E-1,9.698447043E0
1.174835205E0,3.376235962E0,9.010787964E0,8.751525879E-1,9.662254450E0
1.179809570E0,3.354690552E0,9.044296265E0,9.374084473E-1,9.691851124E0
1.184783936E0,3.376235962E0,9.039520264E0,9.517669678E-1,9.696275379E0
1.189758301E0,3.369064331E0,9.058670044E0,9.996490479E-1,9.716449745E0
1.194732666E0,3.376235962E0,9.068237305E0,9.589538574E-1,9.723759025E0
1.199707031E0,3.412155151E0,9.025146484E0,8.943023682E-1,9.689987026E0
1.204681396E0,3.407363892E0,9.037124634E0,8.919067383E-1,9.699239556E0
1.209655762E0,3.407363892E0,9.056274414E0,9.086761475E-1,9.718638140E0
1.214660644E0,3.404968262E0,9.056274414E0,9.709167480E-1,9.723815838E0
1.219635010E0,3.412155151E0,9.094573975E0,9.014892578E-1,9.755345275E0
1.224609375E0,3.431304932E0,9.085006714E0,9.637298584E-1,9.759097077E0
1.229583740E0,3.409759521E0,9.087402344E0,1.049926758E0,9.762668055E0
1.234558105E0,3.412155151E0,9.025146484E0,1.045135498E0,9.705069812E0
1.239532471E0,3.385818481E0,9.041900635E0,9.996490479E-1,9.706648860E0
1.244506836E0,3.421737671E0,9.032333374E0,9.206390381E-1,9.702520863E0
1.249481201E0,3.404968262E0,9.070632935E0,8.152923584E-1,9.722905550E0
1.254455566E0,3.440887451E0,9.108947754E0,7.482604980E-1,9.765886002E0
1.259460449E0,3.424133301E0,9.147247314E0,6.644592285E-1,9.789705223E0
1.264434814E0,3.450469971E0,9.128097534E0,6.764373779E-1,9.781895273E0
1.269409180E0,3.469619751E0,9.159225464E0,7.147369385E-1,9.820413495E0
1.274383545E0,3.440887451E0,9.130493164E0,7.769927979E-1,9.788224031E0
1.279357910E0,3.443283081E0,9.128097534E0,8.200836182E-1,9.790347293E0
1.284332275E0,3.390609741E0,9.094573975E0,8.512115479E-1,9.743309053E0
1.289306641E0,3.340332031E0,9.082611084E0,8.081207275E-1,9.711060771E0
1.294281006E0,3.328353882E0,9.120910645E0,8.631744385E-1,9.747513563E0
1.299255371E0,3.325958252E0,9.099365234E0,9.038848877E-1,9.730234008E0
1.304260254E0,3.309204102E0,9.058670044E0,9.996490479E-1,9.695856485E0
1.309234619E0,3.335540771E0,9.077819824E0,9.781036377E-1,9.720562315E0
1.314208984E0,3.299621582E0,9.025146484E0,1.057113647E0,9.667381285E0
1.319183350E0,3.318786621E0,9.041900635E0,1.028381348E0,9.686479232E0
1.324157715E0,3.325958252E0,9.022750854E0,1.071472168E0,9.675747200E0
1.329132080E0,3.313995361E0,8.982055664E0,1.093017578E0,9.636107961E0
1.334106445E0,3.321182251E0,8.960510254E0,1.054718018E0,9.614230372E0
1.339080811E0,3.337936401E0,9.001205444E0,1.069076538E0,9.659526050E0
1.344055176E0,3.337936401E0,9.049087524E0,1.107391357E0,9.708456111E0
1.349029541E0,3.354690552E0,9.113739014E0,1.143295288E0,9.778615016E0
1.354034424E0,3.313995361E0,9.073028564E0,1.148086548E0,9.727307711E0
1.359008789E0,3.313995361E0,9.068237305E0,1.035568237E0,9.710195397E0
1.363983154E0,3.278076172E0,9.032333374E0,9.038848877E-1,9.651209119E0
1.368957519E0,3.321182251E0,9.049087524E0,8.128967285E-1,9.673522505E0
1.373931885E0,3.369064331E0,9.077819824E0,8.248748779E-1,9.717912625E0
1.378906250E0,3.464828491E0,9.070632935E0,8.607940674E-1,9.747942590E0
1.383880615E0,3.491165161E0,9.053878784E0,8.679656982E-1,9.742398045E0
1.388854980E0,3.467224121E0,9.003601074E0,8.990936279E-1,9.689935230E0
1.393829346E0,3.445678711E0,8.979660034E0,9.014892578E-1,9.660211126E0
1.398834228E0,3.483978271E0,8.970077515E0,9.086761475E-1,9.665717126E0
1.403808594E0,3.505523682E0,9.020355225E0,8.751525879E-1,9.717067290E0
1.408782959E0,3.481582642E0,9.001205444E0,8.751525879E-1,9.690666086E0
1.413757324E0,3.524688721E0,9.001205444E0,8.607940674E-1,9.704952161E0
1.418731689E0,3.479187012E0,8.996414185E0,8.128967285E-1,9.679928281E0
1.423706055E0,3.440887451E0,8.991622925E0,7.482604980E-1,9.656546124E0
1.428680420E0,3.469619751E0,9.027542114E0,7.650146484E-1,9.701547570E0
1.433654785E0,3.472015381E0,9.058670044E0,7.865600586E-1,9.733091518E0
1.438629150E0,3.498352051E0,9.063461304E0,8.105010986E-1,9.748933783E0
1.443634033E0,3.507919312E0,9.075424194E0,8.631744385E-1,9.768003497E0
1.448608398E0,3.529464722E0,9.099365234E0,9.134521484E-1,9.802548838E0
1.453582764E0,3.479187012E0,9.075424194E0,9.685211182E-1,9.767604605E0
1.458557129E0,3.426513672E0,9.077819824E0,1.004440308E0,9.754830036E0
1.463531494E0,3.457641602E0,9.070632935E0,9.661254883E-1,9.755258363E0
1.468505859E0,3.445678711E0,9.056274414E0,9.613494873E-1,9.737196767E0
1.473480225E0,3.395401001E0,9.082611084E0,9.733123779E-1,9.745250589E0
1.478454590E0,3.436096191E0,9.089797974E0,9.685211182E-1,9.765716430E0
1.483428955E0,3.467224121E0,9.085006714E0,9.565582275E-1,9.771079456E0
1.488403320E0,3.481582642E0,9.087402344E0,9.206390381E-1,9.774961651E0
1.493408203E0,3.510314941E0,9.075424194E0,8.799438477E-1,9.770360099E0
1.498382568E0,3.495956421E0,9.147247314E0,8.105010986E-1,9.826024464E0
1.503356934E0,3.467224121E0,9.101760864E0,8.871154785E-1,9.780115940E0
1.508331299E0,3.460037231E0,9.118515015E0,9.014892578E-1,9.794480925E0
1.513305664E0,3.474411011E0,9.061065674E0,9.278259277E-1,9.748605232E0
1.518280029E0,3.481582642E0,9.056274414E0,8.990936279E-1,9.744018335E0
1.523254394E0,3.448074341E0,9.070632935E0,9.062805176E-1,9.746124505E0
1.528228760E0,3.460037231E0,9.080215454E0,9.278259277E-1,9.761302745E0
1.533203125E0,3.457641602E0,9.087402344E0,9.014892578E-1,9.764673557E0
1.538208008E0,3.419342041E0,9.056274414E0,9.445800781E-1,9.726265356E0
1.543182373E0,3.467224121E0,9.025146484E0,9.924621582E-1,9.719047963E0
1.548156738E0,3.479187012E0,8.965286255E0,1.030776978E0,9.671794098E0
1.553131103E0,3.431304932E0,8.991622925E0,1.033172607E0,9.679389546E0
1.558105469E0,3.416946411E0,9.001205444E0,9.924621582E-1,9.678956729E0
1.563079834E0,3.433700562E0,8.972473145E0,9.230346680E-1,9.651298714E0
1.568054199E0,3.409759521E0,8.960510254E0,8.919067383E-1,9.628743513E0
1.573028564E0,3.424133301E0,8.955718994E0,8.392333984E-1,9.624650864E0
1.578002930E0,3.395401001E0,8.960510254E0,7.937469482E-1,9.615067664E0
1.582977295E0,3.436096191E0,8.943740845E0,7.985382080E-1,9.614308119E0
1.587982178E0,3.443283081E0,8.946136475E0,8.057250977E-1,9.619706291E0
1.592956543E0,3.455245972E0,8.986846924E0,8.464202881E-1,9.665328223E0
1.597930908E0,3.426513672E0,8.972473145E0,8.464202881E-1,9.641716526E0
1.602905273E0,3.419342041E0,8.965286255E0,8.464202881E-1,9.632480726E0
1.607879639E0,3.366668701E0,8.970077515E0,8.751525879E-1,9.620948021E0
1.612854004E0,3.369064331E0,8.943740845E0,9.757080078E-1,9.606929836E0
1.617828369E0,3.347518921E0,8.948532104E0,1.042739868E0,9.610900904E0
1.622802734E0,3.330749512E0,8.960510254E0,1.078659058E0,9.620194472E0
1.627777100E0,3.330749512E0,8.977264404E0,1.093017578E0,9.637419568E0
1.632781982E0,3.376235962E0,8.967681885E0,9.206390381E-1,9.626311022E0
1.637756348E0,3.385818481E0,9.005996704E0,8.727569580E-1,9.660923772E0
1.642730713E0,3.426513672E0,9.017959595E0,8.296661377E-1,9.682610035E0
1.647705078E0,3.483978271E0,9.070632935E0,8.488159180E-1,9.753715953E0
1.652679443E0,3.543838501E0,9.029937744E0,8.583984375E-1,9.738347645E0
1.657653809E0,3.570175171E0,8.998809814E0,8.248748779E-1,9.716231131E0
